mass_Msun,mass_kg,schwarzschild_radius_km,hawking_temperature_K
0.00036325823418587695,7.223281009315908e+26,0.0010728248488812233,0.00016985365352115343
0.00037370412815211033,7.430994477066268e+26,0.001103675118912595,0.0001651058513942871
0.00038445040540076867,7.644680976272665e+26,0.0011354125227216669,0.00016049076130845614
0.00039550570378675635,7.864512268088514e+26,0.001168062570825505,0.00015600467365542965
0.00040687890955607955,8.090665052849775e+26,0.001201651507324397,0.00015164398251910332
0.0004185791644886172,8.323321112106807e+26,0.0012362063309968832,0.00014740518277706063
0.0004306158732462921,8.562667454740544e+26,0.0012717548170013936,0.00014328486728315288
0.00044299871093251165,8.808896467279714e+26,0.0013083255392018476,0.0001392797241288445
0.00045573763086904147,9.062206068541628e+26,0.0013459478931353978,0.00013538653398109223
0.0004688428725964542,9.322799868718713e+26,0.0013846521196404721,0.00013160216749465544
0.000482324970104699,9.590887333040909e+26,0.0014244693291644373,0.00012792358279671998
0.0004961947603002898,9.866683950143171e+26,0.0014654315267700806,0.0001243478230418507
0.000510463391717039,1.0150411405275805e+27,0.0015075716378613628,0.00012087201403527096
0.0005251423334772182,1.0442297758494441e+27,0.0015509235346487663,0.00011749336192259324
0.0005402433845104477,1.07425776279749e+27,0.0015955220633758046,0.00011420915094411623
0.0005557786830376865,1.1051492378599483e+27,0.0016414030723284644,0.00011101674125189528
0.0005717607163278998,1.1369290315965389e+27,0.0016886034406499554,0.00010791356678783981
0.0005882023307353595,1.1696226885973403e+27,0.0017371611079842642,0.00010489713322110922
0.0006051167420255028,1.2032564880154516e+27,0.001787115104971921,0.00010196501594317739
0.0006225175459977992,1.2378574646902438e+27,0.0018385055846229302,9.911485811892615e-05
0.0006404187294140118,1.27345343087788e+27,0.001891373854591633,9.634436879222851e-05
0.000658834681240793,1.3100729986068796e+27,0.0019457624103799125,9.365132104447212e-05
0.0006777802042154958,1.3477456026763867e+27,0.0020017149694949547,9.103355020456841e-05
0.0006972705267446258,1.386501524315886e+27,0.0020592765065894202,8.848895210898791e-05
0.000717321315144448,1.4263719155252806e+27,0.0021184932896121046,8.601548141043208e-05
0.0007379486862335273,1.467388824114782e+27,0.00217941291699799,8.361114993378886e-05
0.0007591692202874705,1.5095852194650266e+27,0.002242084355927992,8.12740250780321e-05
0.0007809999743660989,1.5529950190277566e+27,0.002306557981688622,7.900222826280316e-05
0.0008034584960239582,1.59765311558876e+27,0.0023728856181637805,7.679393341840288e-05
0.0008265628374149947,1.6435954053145945e+27,0.0024411205794906458,7.464736551800198e-05
0.00085033156980289,1.6908588166059526e+27,0.002511317712913626,7.256079915087289e-05
0.0008747837984886593,1.7394813397807444e+27,0.0025835334428706137,7.053255713550328e-05
0.0008999391781674388,1.789502057610607e+27,0.002657825816346798,6.856100917148223e-05
0.0009258179287269816,1.8409611767357412e+27,0.0027342545495329814,6.66445705290604e-05
0.0009524408515003397,1.8939000599828804e+27,0.0028128810758252646,6.478170077534936e-05
0.0009798293459860302,1.9483612596128414e+27,0.0028937685952053756,6.297090253611739e-05
0.0010080054270488854,2.004388551523897e+27,0.0029769821250406146,6.1210720292205e-05
0.0010369917426156581,2.0620269704389577e+27,0.0030625885523449833,5.949973920957459e-05
0.0010668115918793636,2.121322846104358e+27,0.003150656687542782,5.7836584002071054e-05
0.0010974889440271886,2.1823238405297438e+27,0.0032412573197784884,5.6219917825965286e-05
0.0011290484575069443,2.2450789862988336e+27,0.0033344632738171215,5.4648441205398357e-05
0.0011615154998474591,2.309638725981677e+27,0.003430349468580596,5.312089098786634e-05
0.0011949161680490632,2.3760549526805207e+27,0.0035289929773677426,5.163603932889502e-05
0.0012292773095602776,2.4443810517413252e+27,0.0036304730898055857,5.019269270510232e-05
0.001264626543857862,2.514671943665043e+27,0.00373487137558255,4.878969095484116e-05
0.001300992284647264,2.586984128252545e+27,0.003842271750013927,4.742590634566506e-05
0.0013384037627016312,2.6613757300193127e+27,0.0039527605414932205,4.61002426678539e-05
0.001376891049357424,2.737906544915757e+27,0.004066426560882671,4.481163435328367e-05
0.001416485080685781,2.816638088391255e+27,0.004183361172899497,4.355904561892173e-05
0.0014572176823589586,2.8976336448403185e+27,0.004303658369554935,4.2341469634263695e-05
0.0014991215952317185,2.9809583184704153e+27,0.004427414845704756,4.115792771204587e-05
0.001542230501658512,3.066679085632901e+27,0.0045547300767728414,4.000746852157385e-05
0.001586579052567251,3.154864848658402e+27,0.004685706398709218,3.888916732404585e-05
0.0016322028953118153,3.245586491240685e+27,0.004820449090247966,3.7802125229245276e-05
0.0016791387023252966,3.3389169354127824e+27,0.004959066457529971,3.674546847301527e-05
0.0017274242005973289,3.4349312001617706e+27,0.005101669921159487,3.5718347714926275e-05
0.0017770982019990752,3.533706461729101e+27,0.0052483741057641085,3.4719937355575616e-05
0.0018282006344801022,3.635322115644649e+27,0.00539929693212974,3.37494348729729e-05
0.00188077257416257,3.739859840545046e+27,0.005554559711985618,3.2806060177470805e-05
0.0019348562783580911,3.847403663826713e+27,0.005714287245514304,3.1889054984731414e-05
0.001990495219534267,3.9580400291873043e+27,0.005878607921666407,3.0997682206215294e-05
0.002047734120257723,4.071857866108874e+27,0.006047653821359206,3.0131225356712055e-05
0.002106618989142223,4.1889486613396363e+27,0.006221560823643645,2.9288987978427637e-05
0.002167197157830268,4.309406532430753e+27,0.006400468714923539,2.8470293081173497e-05
0.002229517319038305,4.4333283033880984e+27,0.006584521301315991,2.7674482598201283e-05
0.0022936295656959763,4.560813582499478e+27,0.006773866524242877,2.6900916857248286e-05
0.0023595854312106765,4.691964842399494e+27,0.006968656579345748,2.6148974066370634e-05
0.002427437930890239,4.8268875024373136e+27,0.00716904803882108,2.5418049814145325e-05
0.0024972416045564777,4.965690013412419e+27,0.007375201977272526,2.4707556583846163e-05
0.0025690525603844342,5.108483944747636e+27,0.007587284101183096,2.4016923281196327e-05
0.0026429285200019565,5.255384074168291e+27,0.0078054648821095085,2.334559477532456e-05
0.0027189288648864934,5.406508479960846e+27,0.008029919693707676,2.2693031452549513e-05
0.0027971146840957634,5.561978635883902e+27,0.008260828952697573,2.2058708782639796e-05
0.002877548823371184,5.721919508808898e+27,0.008498378263882325,2.1442116897196078e-05
0.002960295935653336,5.886459659168589e+27,0.008742758569337516,2.084276017981852e-05
0.0030454225330498155,6.055731344293566e+27,0.00899416630188989,2.0260156867731653e-05
0.0031329970402978417,6.229870624721049e+27,0.009252803543010588,1.969383866454221e-05
0.003223089849763844,6.409017473559911e+27,0.009518878185247577,1.9143350363823945e-05
0.003315773378025033,6.593315889001437e+27,0.009792604099330257,1.8608249483221512e-05
0.0034111221240776435,6.782914010064671e+27,0.010074201306078124,1.808810590878438e-05
0.003509212729219287,6.977964235670675e+27,0.010363896153253713,1.7582501549240885e-05
0.003610124038653291,7.17862334714091e+27,0.010661921497501094,1.7091029999936122e-05
0.0037139371648642586,7.385052634217632e+27,0.010968516891515423,1.6613296216165e-05
0.0038207355528164888,7.597418024709004e+27,0.011283928776596003,1.6148916195634295e-05
0.003930605047026785,7.81589021786135e+27,0.011608410680735037,1.5697516669802796e-05
0.004043633960566496,8.040644821567659e+27,0.011942223422404098,1.5258734803847069e-05
0.00415991314604729,8.271862493520654e+27,0.012285635320199188,1.4832217905015978e-05
0.0042795360686487234,8.509729086425928e+27,0.01263892240851594,1.44176231391353e-05
0.004402598881245288,8.754435797389818e+27,0.01300236865942529,1.4014617255038623e-05
0.004529200501694174,9.006179321603814e+27,0.013376266210930467,1.3622876316699699e-05
0.00465944269234552,9.265162010448296e+27,0.013760915601787748,1.3242085442852474e-05
0.0047934301418387166,9.531592034142032e+27,0.014156626013078705,1.2871938553890369e-05
0.004931270549251403,9.805683549069937e+27,0.014563715516730734,1.2512138125838686e-05
0.005073074710667648,1.0087656869921298e+28,0.0149825113311823,1.2162394951205785e-05
0.005218956608236138,1.0377738646779314e+28,0.015413350084401967,1.182242790651733e-05
0.0053690335017886615,1.06761620473017e+28,0.015856578084468893,1.1491963726350139e-05
0.005523426023093881,1.0983166944141488e+28,0.016312551597936195,1.117073678368069e-05
0.005682258272820805,1.1299000107755985e+28,0.016781637136197004,1.08584888763749e-05
0.005845657920291009,1.1623915404761061e+28,0.017264211750086602,1.055496901964499e-05
0.006013756306099345,1.1958174001989364e+28,0.01776066333295623,1.0259933244307734e-05
0.006186688547685143,1.2302044576415475e+28,0.018271390932460673,9.973144400682713e-06
0.006364593647939969,1.265580353111919e+28,0.018796805071313805,9.694371967970753e-06
0.006547614606937707,1.301973521745742e+28,0.019337328077265473,9.423391868962053e-06
0.006735898536878396,1.3394132163626584e+28,0.01989339442256963,9.159986289922324e-06
0.006929596780336614,1.3779295309795945e+28,0.020465451073211963,8.903943505514727e-06
0.007128865031910748,1.4175534250003565e+28,0.021053957848181464,8.655057708614848e-06
0.007333863463370458,1.4583167481008255e+28,0.021659387789073368,8.413128844882784e-06
0.00754475685240229,1.5002522658296381e+28,0.022282227540318625,8.177962451960014e-06
0.007761714715058418,1.5433936859452212e+28,0.022922977740350025,7.949369503160047e-06
0.007984911442013113,1.5877756855099814e+28,0.023582153424013753,7.727166255529354e-06
0.008214526438738426,1.6334339387638198e+28,0.024260284436555778,7.511174102154312e-06
0.008450744269709739,1.6804051457989724e+28,0.024957915859509773,7.301219428597525e-06
0.008693754806759182,1.728727062059643e+28,0.025675608448835114,7.097133473346079e-06
0.008943753381694083,1.7784385286897233e+28,0.02641393908565096,6.898752192161507e-06
0.009200940943304828,1.8295795037533352e+28,0.027173501239933725,6.705916126220896e-06
0.009465524218887666,1.8821910943531557e+28,0.027954905447548774,6.518470273943757e-06
0.00973771588041155,1.9363155896721956e+28,0.02875877980099748,6.336263966402177e-06
0.010017734715464403,1.99199649496595e+28,0.029585770454279556,6.15915074621275e-06
0.010305805803113913,2.0492785665317924e+28,0.030436542142269696,5.9869882498145845e-06
0.010602160694826663,2.1082078476841974e+28,0.03131177871503312,5.819638093037102e-06
0.010907037600588487,2.1688317057642186e+28,0.03221218368750221,5.656965759867273e-06
0.011220681580378271,2.231198870213478e+28,0.033138480804963566,5.498840494325292e-06
0.011543344741146497,2.2953594717427574e+28,0.034091414624802543,5.3451351953632956e-06
0.011875286439458994,2.3613650826271027e+28,0.03507175111497901,5.195726314701414e-06
0.012216773489967981,2.429268758159663e+28,0.03608027826971306,5.050493757519579e-06
0.012568080379876936,2.499125079297389e+28,0.03711780674287261,4.909320785925632e-06
0.01292948948957413,2.5709901965333472e+28,0.03818517049957906,4.77209392512111e-06
0.0133012913196091,2.6449218750303105e+28,0.03928322748654587,4.638702872190549e-06
0.01368378472419775,2.72097954105255e+28,0.04041286032169838,4.5090404074397135e-06
0.014077277151440548,2.799224329732499e+28,0.041574977003619625,4.383002308212708e-06
0.014482084890449543,2.87971913421122e+28,0.04277051164140033,4.260487265117715e-06
0.01489853332558183,2.9625286561919704e+28,0.044000425205476645,4.141396800594421e-06
0.015326957197982594,3.047719457947245e+28,0.045265706300055414,4.025635189758036e-06
0.01576770087465091,3.1353600158217095e+28,0.0465673719577569,3.913109383455372e-06
0.01622111862524087,3.225520775273271e+28,0.047906468457102405,3.8037289334722284e-06
0.016687574906824442,3.31827420749732e+28,0.049284072163515644,3.697405919830881e-06
0.017167444656840947,3.4136948676788515e+28,0.050701290394501976,3.594054880120276e-06
0.017661113594472734,3.5118594549201195e+28,0.052159262309713045,3.493592740801122e-06
0.018168978530685206,3.612846873891161e+28,0.05365915982660023,3.3959387504316147e-06
0.018691447687183768,3.7167382982534307e+28,0.05520218856240269,3.301014414759351e-06
0.01922894102454281,3.8236172359072644e+28,0.05678958880322372,3.2087434336275915e-06
0.019781890579768834,3.9335695961152932e+28,0.05842263650096909,3.1190516396454043e-06
0.02035074081357292,4.046683758556534e+28,0.06010264429896064,3.031866938571724e-06
0.02093594896762688,4.163050644365702e+28,0.06183096258703486,2.9471192513662217e-06
0.021537985432095293,4.282763789215853e+28,0.06360898058698974,2.864740457859595e-06
0.022157334123733646,4.405919418502064e+28,0.06543812746923688,2.784664341998784e-06
0.022794492874861894,4.532616524687663e+28,0.0673198735015725,2.7068265386223375e-06
0.023449973833520717,4.662956946874094e+28,0.06925573123097455,2.631164481723874e-06
0.024124303875136484,4.797045452659264e+28,0.07124725669938918,2.5576173541614736e-06
0.024818025026024208,4.934989822349836e+28,0.07329605069447867,2.486126038772807e-06
0.02553169489906677,5.076900935594729e+28,0.07540376003632991,2.4166330708569307e-06
0.026265887141925615,5.222892860510483e+28,0.07757207890117297,2.3490825919840047e-06
0.02702119189813696,5.37308294536884e+28,0.07980275018315434,2.283420305096462e-06
0.027798216281470698,5.527591912921604e+28,0.08209756689528011,2.2195934308648956e-06
0.028597584863926783,5.686543957437249e+28,0.08445837361063464,2.157550665264176e-06
0.02941994017776668,5.85006684452837e+28,0.08688706794504997,2.097242138335231e-06
0.030265943231981347,6.018292013849795e+28,0.08938560208241102,2.038619374099538e-06
0.031136274043608452,6.19135468474941e+28,0.09195598434381556,1.981635251594263e-06
0.03203163218433182,6.369393964957829e+28,0.09460028080186807,1.926243966996309e-06
0.03295273734279495,6.552552962402747e+28,0.09732061694138218,1.8724009968053446e-06
0.03390032990308868,6.740978900239475e+28,0.10011917936785125,1.8200630620556986e-06
0.03487517153986956,6.934823235188443e+28,0.10299821756503476,1.7691880935288648e-06
0.03587804583059594,7.13424177927651e+28,0.10596004570309936,1.719735197938151e-06
0.036909758885365386,7.339394825078251e+28,0.1090070444987425,1.6716646250587707e-06
0.03797113999486659,7.550447274559237e+28,0.11214166312881424,1.6249377357765773e-06
0.039063042296963946,7.767568771624389e+28,0.11536642119896783,1.5795169710299152e-06
0.0401863434624474,7.990933838477278e+28,0.11868391076891174,1.5353658216197483e-06
0.0413419464005065,8.220722015901516e+28,0.12209679843591387,1.4924487988634718e-06
0.042530779984486025,8.457118007575092e+28,0.12560782747820431,1.450731406069218e-06
0.04375379979851675,8.70031182853566e+28,0.12921982006002938,1.4101801108073271e-06
0.04501198890561104,8.950498957914038e+28,0.13293567950009846,1.3707623179570844e-06
0.046306358637851416,9.20788049606084e+28,0.13675839260527933,1.3324463435066771e-06
0.047637949409296554,9.472663326190392e+28,0.1406910320713851,1.2952013890856737e-06
0.04900783155226686,9.745060280673608e+28,0.14473675895300947,1.258997517209267e-06
0.05041710617767853,1.0025290312112842e+29,0.1488988252043853,1.2238056272145007e-06
0.05186690606011346,1.031357866933538e+29,0.1531805762932963,1.1895974318692376e-06
0.053358396548346405,1.0610157078449038e+29,0.15758545389017284,1.156345434634806e-06
0.054892776502048685,1.0915263929102874e+29,0.1621169986344957,1.1240229075643712e-06
0.0564712792554347,1.1229144466105424e+29,0.16677885298077164,1.0926038698189395e-06
0.05809517360861261,1.1552050986551793e+29,0.171574764126328,1.0620630667840332e-06
0.05976576484744681,1.1884243042620256e+29,0.17650858702331293,1.0323759497700097e-06
0.06148439579274788,1.2225987650200538e+29,0.1815842874773094,1.0035186562798035e-06
0.06325244787962815,1.257755950352042e+29,0.18680594533503844,9.754679908283209e-07
0.06507134226790293,1.2939241195945694e+29,0.1921777577637508,9.482014062978449e-07
0.0669425409844143,1.3311323447127829e+29,0.1977040426248968,9.21696985814734e-07
0.06886754809821205,1.3694105336685172e+29,0.20338924194483463,8.959334251325819e-07
0.07084791092951978,1.408789454460222e+29,0.2092379254853172,8.708900155079303e-07
0.07288522129347487,1.4493007598543597e+29,0.21525479441667875,8.465466270545271e-07
0.07498111677962513,1.4909770128278118e+29,0.22144468509662252,8.228836925629802e-07
0.07713728206822451,1.533851712742024e+29,0.2278125729576887,7.998821917726164e-07
0.07935545028438064,1.5779593222698237e+29,0.2343635765065116,7.775236360829821e-07
0.08163740439113583,1.6233352950964185e+29,0.24110296143806095,7.557900536927581e-07
0.08398497862261756,1.670016104417163e+29,0.2480361448682213,7.346639751539766e-07
0.08640005995839005,1.7180392722545985e+29,0.2551686996880529,7.141284193301348e-07
0.0888845896402134,1.7674433996187512e+29,0.2625063590432959,6.941668797467132e-07
0.09144056473240764,1.818268197534506e+29,0.27005502094265516,6.74763311323322e-07
0.09407003972709825,1.8705545189614305e+29,0.27782075299863507,6.559021174766248e-07
0.0967751281956113,1.924344391631272e+29,0.28580979730466965,6.375681375838472e-07
0.09955800448736367,1.97968105182988e+29,0.2940285754525221,6.197466347966555e-07
0.10242090547760699,2.0366089791505716e+29,0.30248369369396594,6.024232841956669e-07
0.10536613236542182,2.095173932246703e+29,0.31118194825087175,5.855841612761179e-07
0.10839605252342742,2.155422985612597e+29,0.320130330778028,5.692157307553124e-07
0.11151310140066847,2.2174045674218724e+29,0.3293360339830114,5.53304835693002e-07
0.11471978448023541,2.281168498454137e+29,0.33880645740770393,5.378386869158049e-07
0.11801867929316481,2.3467660321407944e+29,0.34854921337602446,5.228048527373025e-07
0.12141243749026082,2.414249895762589e+29,0.35857213311272035,5.081912489654391e-07
0.1249037869734944,2.483674332831844e+29,0.3688832730381129,4.939861291892403e-07
0.1284955340886833,2.555095146693241e+29,0.3794909212438255,4.801780753370788e-07
0.13219056588124026,2.628569745378698e+29,0.39040360415477304,4.6675598849879937e-07
0.13599185241677092,2.7041571877517647e+29,0.4016300933826763,4.537090800044491e-07
0.13990244916842048,2.7819182309792907e+29,0.4131794127767058,4.410268627523168e-07
0.14392549947285338,2.8619153793678477e+29,0.42506084567682373,4.286991427794328e-07
0.14806423705687552,2.9442129346048527e+29,0.4372839423757566,4.167160110676355e-07
0.15232198863669505,3.02887704744409e+29,0.449858527795495,4.050678355787299e-07
0.15670217659193925,3.1159757708777344e+29,0.46279470938457273,3.937452535122466e-07
0.16120832171656646,3.205579114837409e+29,0.47610288524244293,3.82739163779616e-07
0.1658440460488703,3.297759102467971e+29,0.48979375247744145,3.7204071968873827e-07
0.17061307578288362,3.3925898280199056e+29,0.503878315805151,3.61641321832989e-07
0.1755192442634816,3.490147516406052e+29,0.5183678963939562,3.5153261117904304e-07
0.18056649506763425,3.590510584471387e+29,0.533274140965029,3.4170646234786196e-07
0.1857588851742415,3.69375970402424e+29,0.5486090311539266,3.3215497708353907e-07
0.19110058822514314,3.799977866680504e+29,0.5643848931414612,3.228704779046618e-07
0.196595897879881,3.9092504505720694e+29,0.5806144075614509,3.138455019331724e-07
0.2022492312669454,4.021665288973829e+29,0.5973106196934217,3.0507279489570064e-07
0.20806513253426723,4.137312740904143e+29,0.6144869499484159,2.9654530529257313e-07
0.21404827650179112,4.256285763755166e+29,0.6321572046562801,2.882561787298374e-07
0.22020347241910818,4.3786799880122404e+29,0.6503355871632299,2.801987524096821e-07
0.22653566783111562,4.5045937941213844e+29,0.6690367092484546,2.7236654977490086e-07
0.23304995255486627,4.6341283915677495e+29,0.688275602869104,2.647532753030187e-07
0.23975156277074972,4.767387900227527e+29,0.7080677322429344,2.573528094459687e-07
0.24664588523133782,4.904479434059583e+29,0.7284290062784574,2.501592037111937e-07
0.25373846159126134,5.045513187203754e+29,0.7493757913625361,2.4316667588024387e-07
0.26103499286157655,5.1906025225545914e+29,0.7709249245156405,2.3636960536104463e-07
0.2685413439922525,5.339864062882743e+29,0.793093726925488,2.2976252867005105e-07
0.2762635485863999,5.493417784575986e+29,0.8159000178697614,2.2334013504071597e-07
0.2842078137500968,5.65138711407655e+29,0.8393621290392893,2.1709726215468254e-07
0.292380525081641,5.8138990270909065e+29,0.863498919273003,2.1102889199232867e-07
0.3007882518043108,5.981084150653179e+29,0.8883297897167199,2.0513014679926962e-07
0.3094377520466888,6.153076868122792e+29,0.9138746994177318,1.993962851656329e-07
0.3183359782748502,6.330015427201914e+29,0.9401541813679014,1.9382269821490848e-07
0.32749008288076187,6.512042051059086e+29,0.9671893590081,1.8840490589933072e-07
0.3369074239313544,6.699303052647804e+29,0.99500196320717,1.8313855339882806e-07
0.3465955710829561,6.891948952313257e+29,1.0236143497292542,1.7801940762060735e-07
0.35656231166575875,7.090134598780113e+29,1.0530495172032897,1.7304335379660704e-07
0.36681565694329404,7.294019293620319e+29,1.083331125609364,1.6820639217603585e-07
0.3773638485518622,7.503766919299215e+29,1.1144835152965358,1.6350463481038575e-07
0.38821536512518084,7.719546070904683e+29,1.146531726547669,1.5893430242828857e-07
0.3993789291094873,7.941530191663423e+29,1.1795015197067449,1.5449172139774825e-07
0.4108635137746476,8.169897712354734e+29,1.2134193958850439,1.5017332077327237e-07
0.4226783504268787,8.404832194733355e+29,1.2483126182627655,1.4597562942554323e-07
0.43483293582884663,8.646522479075867e+29,1.2842092340030924,1.4189527325133392e-07
0.44733703983318934,8.89516283597102e+29,1.3211380967965778,1.3792897246139507e-07
0.46020071323549355,9.150953122473818e+29,1.3591288900536491,1.3407353894417045e-07
0.4734342958531504,9.414098942751139e+29,1.3982121507642107,1.303258737031849e-07
0.48704842483647254,9.684811813345805e+29,1.4384192940431941,1.2668296436607943e-07
0.5010540432188434,9.963309333193735e+29,1.4797826383820498,1.2314188276326345e-07
0.5154624087127371,1.0249815358530163e+30,1.5223354316263797,1.1969978257425027e-07
0.5302851027586365,1.0544560182824658e+30,1.5661118777004623,1.163538970397921e-07
0.5455340398342252,1.0847780721891618e+30,1.6111471641004584,1.1310153673795193e-07
0.5612214770312074,1.1159720704322449e+30,1.6574774901780067,1.0994008742235466e-07
0.5773600239075903,1.1480630867395261e+30,1.7051400962373608,1.0686700792084889e-07
0.5939626526232077,1.1810769158616698e+30,1.7541732934690282,1.0387982809292064e-07
0.6110427083667753,1.2150400943060817e+30,1.804616494744404,1.0097614684418818e-07
0.6286139200827177,1.2499799216668816e+30,1.8565102462957312,9.815363019640882e-08
0.6466904115065031,1.285924482568336e+30,1.909896260307191,9.54100094114253e-08
0.6652867125173155,1.3229026692393063e+30,1.9648174484431933,9.274307916755223e-08
0.6844177708171305,1.3609442047367395e+30,2.021317956340655,9.015069578694468e-08
0.704098963945717,1.40007966683714e+30,2.0794431990933733,8.763077551250426e-08
0.7243461116410563,1.4403405126148914e+30,2.1392398977565437,8.518129283296164e-08
0.7451754885552881,1.481759103727534e+30,2.2007561169012586,8.280027885476546e-08
0.7666038373362255,1.5243687324279644e+30,2.2640413032486664,8.048581971949166e-08
0.788648382085139,1.5682036483248362e+30,2.3291463254153677,7.823605506547913e-08
0.8113268422014415,1.6132990859123004e+30,2.3961235148014772,7.604917653247629e-08
0.8346574466255551,1.6596912928915176e+30,2.4650267076546353,7.392342630807943e-08
0.8586589484913499,1.7074175593065946e+30,2.5359112883436388,7.185709571480174e-08
0.8833506401998601,1.756516247518216e+30,2.6088342338762365,6.98485238366432e-08
0.9087523689265666,1.80702682303941e+30,2.683854159697398,6.789609618404174e-08
0.9348845525744951,1.8589898862578064e+30,2.7610313668042297,6.599824339615175e-08
0.961768196186179,1.9124472050703314e+30,2.840427890216066,6.415343997938765e-08
0.9894249088274556,1.9674417484561307e+30,2.9221075488380555,6.236020308123641e-08
1.0178769209568492,2.024017721015066e+30,3.006135996758838,6.061709129833944e-08
1.0471471022944339,2.082220598499413e+30,3.0925807760233655,5.8922703517891335e-08
1.0772589802044494,2.1420971643671416e+30,3.1815113709230043,5.727567779142948e-08
1.10823675860666,2.203695547386585e+30,3.272999263847193,5.567469024009611e-08
1.1401053374313876,2.2670652603221914e+30,3.367117992740764,5.4118453990508706e-08
1.172890332634142,2.3322572397330123e+30,3.463943210213932,5.260571814036784e-08
1.2066180967856455,2.3993238869153525e+30,3.563552744351631,5.113526675298575e-08
1.241315740254098,2.4683191100230662e+30,3.6660266612719274,4.9705917879913276e-08
1.2770111529964168,2.5392983673987846e+30,3.771447329482949,4.831652261089304e-08
1.3137330269762049,2.612318712151374e+30,3.8798994860907543,4.696596415036426e-08
1.3515108792263764,2.6874388380152724e+30,3.99147030491109,4.565315691978175e-08
1.3903750755748656,2.764719126528353e+30,4.106249466539463,4.43770456850308e-08
1.4303568550527592,2.84422169556676e+30,4.2243292304366395,4.3136604708227233e-08
1.471488355004131,2.926010449275065e+30,4.345804509086508,4.1930836923232555e-08
1.5138026369181237,3.010151129432581e+30,4.470772944286982,4.075877313420953e-08
1.5573337130036697,3.096711368296407e+30,4.599334985634176,3.96194712365856e-08
1.6021165735285954,3.185760742964406e+30,4.731593971264045,3.8512015459786824e-08
1.6481872149446999,3.2773708313010874e+30,4.867656210915309,3.743551563114396e-08
1.695582668821732,3.3716152694719495e+30,5.007631071381283,3.638910646037098e-08
1.7443410316133974,3.468569811132292e+30,5.151631064419012,3.5371946844043996e-08
1.7945014952791838,3.5683123883177986e+30,5.2997719371859136,3.438321918952468e-08
1.846104378786958,3.6709231740865025e+30,5.452172765277633,3.3422128757777176e-08
1.8991911605212284,3.776484646961647e+30,5.608956048440642,3.248790302455933e-08
1.953804511623577,3.885081657228134e+30,5.770247809037854,3.157979105946569e-08
2.0099883302916073,3.996801495134952e+30,5.936177693345052,3.069706292233173e-08
2.0677877770643485,4.111733961059145e+30,6.106879075760667,2.9839009076507304e-08
2.127249311122335,4.229971437687429e+30,6.28248916601223,2.9004939818530584e-08
2.1884207276313687,4.3516089642731476e+30,6.463149119445174,2.8194184723746233e-08
2.251351196160397,4.476744313029064e+30,6.649004150483874,2.7406092107416414e-08
2.316091300203857,4.6054780677163634e+30,6.840203649354532,2.664002850089856e-08
2.382693077840824,4.7379137044941435e+30,7.036901302165448,2.5895378142461653e-08
2.451210063563054,4.874157675093226e+30,7.239255214439423,2.517154248233886e-08
2.5216973313061493,5.0143194923823384e+30,7.4474280381994,2.4467939701611682e-08
2.5942115387178357,5.158511818394255e+30,7.661587102707699,2.3784004244545513e-08
2.6688109726994242,5.306850554883624e+30,7.881904548965422,2.3119186363995445e-08
2.7455555962568723,5.459454936488903e+30,8.10855746807953,2.247295167951911e-08
2.824507096698881,5.616447626572824e+30,8.341728043608185,2.184478074784311e-08
2.905728935221316,5.77795481581953e+30,8.581603698000368,2.123416864533322e-08
2.989286397917118,5.944106323666251e+30,8.828377243245466,2.0640624562138288e-08
3.075246648253433,6.115035702652504e+30,9.082247035856033,2.0063671407676032e-08
3.163678781057402,6.290880345769212e+30,9.343417136306162,1.950284542714909e-08
3.2546538780547567,6.471781596895542e+30,9.612097473055803,1.8957695828777738e-08
3.348245065005123,6.657884864410737e+30,9.888504011290705,1.842778442145469e-08
3.4445275704805547,6.849339738073469e+30,10.172858926515367,1.7912685262526704e-08
3.5435787863343324,7.04630010926223e+30,10.465390783137936,1.741198431542156e-08
3.6454783299083147,7.248924294672786e+30,10.766334718189617,1.6925279116846584e-08
3.750308108029568,7.457375163573555e+30,11.075932630328449,1.645217845328763e-08
3.8581523828468183,7.671820268719413e+30,11.394433374276677,1.599230204655286e-08
3.9690978395605847,7.892431981031036e+30,11.722092960850839,1.5545280248104134e-08
4.083233656100508,8.119387628146178e+30,12.059174762742556,1.5110753741934574e-08
4.200651574806637,8.352869636955752e+30,12.405949726217692,1.468837325575001e-08
4.321445976171998,8.593065680238732e+30,12.762696588903205,1.4277799280223654e-08
4.445713954705382,8.840168827513011e+30,13.12970210383569,1.3878701796099445e-08
4.573555396976154,9.094377700225173e+30,13.50726126995419,1.3490760008921711e-08
4.705073061902773,9.355896631401807e+30,13.895677569219451,1.3113662091181562e-08
4.840372663350673,9.624935829892913e+30,14.295263210553486,1.274710493166916e-08
4.979562955104745,9.901711549337133e+30,14.706339380792167,1.2390793891833843e-08
5.1227558182859045,1.0186446261986974e+31,15.129236502856,1.204444256895291e-08
5.270066351280837,1.0479368837531405e+31,15.564294501343197,1.1707772565921909e-08
5.421612962258165,1.0780714727061493e+31,16.01186307576131,1.1380513267478775e-08
5.5775174643450365,1.1090726152326174e+31,16.472301981615992,1.1062401622683118e-08
5.737905173540181,1.1409652300429444e+31,16.9459813195815,1.0753181933476559e-08
