z,score,contributing_lines
2.114,-0.3341155437677632,5
2.1145,-0.31059511782206645,5
2.1149999999999998,-0.3208366220628159,5
2.1155,-0.32940627429232117,5
2.116,-0.3272156511933414,5
2.1165,-0.2660745089119243,5
2.117,-0.16193228839319435,5
2.1175,-0.05964653200644285,5
2.118,0.01118644646774928,5
2.1185,0.006027928166202599,5
2.1189999999999998,0.03366566490974215,5
2.1195,0.07905797511839043,5
2.12,0.041685761899274205,5
2.1205,0.023503467017894894,5
2.121,0.02148051748303536,5
2.1215,0.0598159637204049,5
2.122,0.10359241460278573,5
2.1225,0.12514397646030417,5
2.1229999999999998,0.1228750923825399,5
2.1235,0.10373724150308453,5
2.124,0.08214232789821094,5
2.1245,0.07824482722575862,5
2.125,0.0867985798919985,5
2.1255,0.08776227602185656,5
2.126,0.12804177620806748,5
2.1265,0.3101485789813501,5
2.127,0.4740880788830423,5
2.1275,0.6248055427854003,5
2.128,0.6693980085834885,5
2.1285,0.7057616251528492,5
2.129,0.7466415254942426,5
2.1295,0.7357970727616989,5
2.13,0.6861178399204844,5
2.1305,0.626762645048084,5
2.131,0.5380587361764738,5
2.1315,0.43576047509607546,5
2.132,0.32508374597528383,5
2.1325,0.24029898600367086,5
2.133,0.16775702832679792,5
2.1335,0.1360579172383566,5
2.134,0.08517268099255551,5
2.1345,0.0928390427839706,5
2.135,0.09623064364704115,5
2.1355,0.09972086356565106,5
2.136,0.13120373897053356,5
2.1365,0.16275517995626113,5
2.137,0.16696836025206463,5
2.1375,0.15607209378845016,5
2.138,0.11030708741017675,5
2.1385,0.06987237669001024,5
2.139,0.04192237648865063,5
2.1395,0.02927657536178644,5
2.14,0.011397066003085578,5
2.1405,-0.01949544026192847,5
2.141,-0.1264614928077693,5
2.1414999999999997,-0.2059626383271835,5
2.142,-0.24952158662384022,5
2.1425,-0.2512930325642885,5
2.143,-0.25228126219497093,5
2.1435,-0.2673873862553706,5
2.144,-0.3169456224340548,5
2.1445,-0.3738036927122395,5
2.145,-0.4406851048328764,5
2.1455,-0.49522184089813215,5
