redshift_z,comoving_distance_Gly,luminosity_distance_Gly,universe_age_Myr,shell_volume_Gpc3_per_z_all_sky,shell_volume_norm,cumulative_R3_volume_fraction_to_46p5Gly,Lmin_over_Lstar_toy,schechter_visible_fraction,toy_detection_fraction,raw_detected_proxy_norm,volume_corrected_proxy_norm,cumulative_detected_proxy
0.9614134078212291,10.758727507879442,21.102312385049817,6011.070417575321,347.6339537778357,0.6567283363875532,0.012385794367582281,0.0009254720114891198,0.4274902039571004,0.42466308568809497,0.9959673580573309,0.4265951264958161,0.17314268370329292
0.9725810055865922,10.851026163540986,21.4045281013241,5964.146511719699,351.29846596161536,0.6636511037523991,0.012707308490025894,0.0009467794033485544,0.4236281788695659,0.42081424009618684,0.997344247488632,0.4227287702537083,0.1763084815629624
0.9837486033519552,10.942718340635006,21.707602225108516,5917.794102390217,354.91524516309175,0.6704836969506592,0.013032172022314195,0.0009682988344991303,0.4197969811027844,0.41699618750417417,0.9984702860629866,0.41889334710686665,0.17947785372560457
0.9949162011173184,11.033809150867123,22.011524635101345,5872.004203483451,358.4843090373681,0.6772261493352509,0.013360341055995054,0.0009900290231049742,0.4162190898083132,0.41342991471635654,0.9998859253085803,0.4153108492578423,0.1826517194497277
1.0060837988826814,11.124303678324235,22.31628538293727,5826.767993195571,362.00570091300506,0.6838785427597829,0.013691771710768108,0.001011968690396166,0.41266808747777184,0.40945500489363607,1.0,0.4113178552449877,0.18582594727291024
1.0172513966480445,11.214206978628608,22.621874689938807,5782.076810794422,365.4794885216878,0.690441005178721,0.014026420157516649,0.001034116561009859,0.40892438564168226,0.40494075619167913,0.9984651339944355,0.406783068584818,0.18899530308171308
1.0284189944134077,11.303524078144633,22.928282943917882,5737.9221534546905,368.90576277205554,0.6969137083309841,0.014364242640191139,0.001056471363313401,0.40542821043737326,0.400691588786176,0.99725006095636,0.40251456923099405,0.19216080197187127
1.0395865921787708,11.392259973236401,23.235500696027845,5694.2956731549575,372.2846365667006,0.7032968655050928,0.0147051954965848,0.00107903182971014,0.4021744173542195,0.3967007615978628,0.9963606205828164,0.39850558543513903,0.1953234775756487
1.050754189944134,11.480419629574095,23.543518657665956,5651.189173635604,375.61624366132247,0.7095907293839538,0.015049235178040037,0.00110179669692858,0.3987289815047257,0.39253937505735487,0.9947317912085702,0.39432526631281756,0.19848098290390717
1.061921787709497,11.56800798148748,23.852327697426393,5608.594607416429,378.9007375650218,0.7157955899673653,0.015396318268124496,0.0011247647062955237,0.3955224131307704,0.38863132360549646,0.9934400365535359,0.3903994348486667,0.20163438790859892
1.0730893854748602,11.655029931364618,24.161918838103784,5566.5040728729255,382.1382904807084,0.7219117725703003,0.015746401500313766,0.0011479346039938256,0.3923384509352962,0.384762958893538,0.991955565413214,0.3865134706826127,0.20478308086369434
1.0842569832402233,11.741490349094137,24.472283253747143,5524.909811370143,385.3290922845974,0.7279396358950364,0.01609944177471742,0.0011713051413053644,0.38917693700467193,0.38093380127458387,0.9902838945799721,0.3826668919855654,0.20792646755471966
1.0954245810055865,11.8273940715493,24.783412266764145,5483.804204453147,388.4733495437661,0.7338795701751845,0.016455396173883703,0.001194875074839819,0.38603771454746355,0.3771433785779677,0.9884304673855638,0.37885922443867814,0.21106397104557628
1.1065921787709496,11.912745902112269,25.095297345075387,5443.179771092982,391.57128457075015,0.7397319953896908,0.01681422197771752,0.0012186431667498064,0.38292062788671116,0.37339122595626895,0.9864006515930733,0.3750900010796673,0.21419503143866842
1.1177597765363128,11.997550610236956,25.407930099318524,5403.02916498722,394.6231345141585,0.7454973595448845,0.0171758766775453,0.0012426081849329451,0.3800311820370356,0.36987705026011686,0.9847326403948821,0.3715598373424556,0.21732079718420586
1.128927374301676,12.08181293104888,25.721302280101927,5363.345171914015,397.6291504842921,0.7511761370226504,0.01754031798935934,0.0012667689032213607,0.3769564539269667,0.3661982883917497,0.9823651144884102,0.36786433863424745,0.22043904786313892
1.140094972067039,12.165537564980543,26.035405775307545,5324.120707138781,400.5895967127686,0.7567688269928443,0.01790750386627353,0.0012911241015591559,0.37410627587225215,0.3627531703480283,0.9803683662064715,0.3644035467331265,0.2235509604081195
1.1512625698324022,12.248729177440872,26.350232607442575,5285.348812872458,403.50474974515475,0.7622759518880655,0.018277392510221126,0.0013156725661683422,0.37127486519175973,0.3593411445198813,0.9782142928437351,0.36097599760342797,0.22665603543349896
1.1624301675977653,12.331392398517252,26.665774931039472,5247.022655780465,406.37489766562624,0.7676980559389317,0.018649942382924542,0.0013404130897037027,0.36846209960691323,0.3559618296564839,0.9759076213179266,0.3575813082597937,0.22975378855794223
1.1735977653631284,12.413531822708851,26.982025030104044,5209.135524541398,409.2003393526867,0.7730357037680304,0.019025112216166252,0.0013653444713970612,0.3658668346356678,0.3528067244575183,0.9739827055683874,0.35441184864151903,0.23284543156125603
1.1847653631284916,12.495152008689818,27.29897531561091,5171.680827454557,411.98138376499,0.7782894790407389,0.019402861021388766,0.0013904655171914002,0.36308968513772744,0.34949009913834866,0.971383841685121,0.3510801340535232,0.23592882517852293
1.1959329608938547,12.576257479101125,27.61661832304602,5134.652090095396,414.71834925632714,0.78345998317114,0.019783148098651126,0.0014157750398652582,0.3605272844969677,0.3463938456967095,0.9691741559130936,0.34796979394364763,0.23900520474973175
1.2071005586592178,12.656852720369782,27.934946709995586,5098.042953018003,417.41156291885505,0.7885478340812916,0.020165933044968238,0.0014412718591478263,0.3577853050762053,0.34313851155230046,0.9663008123954044,0.34469964937982206,0.24207246367400115
1.218268156424581,12.736942182554202,28.253953253780992,5061.847169503729,420.06135995365844,0.7935536650121311,0.020551175762058612,0.0014669548018251437,0.35525535727010077,0.3400997893284468,0.9638234822191063,0.34164710223089795,0.24513185898789774
1.229435754189944,12.816530279214565,28.573630849138976,5026.058603355141,422.6680830677558,0.7984781233843365,0.020938836463525234,0.0014928227018377825,0.35274088969678047,0.33708861636962584,0.9612181147008061,0.3386222296847297,0.24818298427172814
1.2406033519553072,12.895621387307031,28.89397250594668,4990.671226734368,425.23208189668026,0.803321869707503,0.02132887568149349,0.001518874400370393,0.3502418087645535,0.334104690146135,0.9584887086156862,0.3356247278352301,0.25122544579882233
1.2517709497206702,12.974219847100727,29.214971346990772,4955.6791180450855,427.7537124517801,0.8080855765360168,0.02172125427272931,0.0015451087459334662,0.3477580214603452,0.3311477125017344,0.9556391930915428,0.3326542971696722,0.2542588623144572
1.2629385474860333,13.05232996211646,29.536620605780257,4921.076459857253,430.2333365914049,0.8127699274700538,0.022115933424259996,0.0015715245944376767,0.34547878899279433,0.32839738105869143,0.9531958650478,0.3298914528599314,0.25728452315023453
1.2741061452513964,13.129955999086093,29.858913624402124,4886.857536873818,432.6713215151652,0.8173756162001663,0.022512874658519016,0.0015981208092611132,0.34302415319559404,0.32549200760349534,0.9501164670612298,0.3269728611612235,0.2603004092752442
1.2852737430167596,13.207102187931648,30.181843851419387,4853.016733938583,435.06803928046236,0.8219033455939413,0.0229120398380359,0.0016248962613097425,0.3407716734306266,0.32278998274327547,0.9474485496511471,0.3242585432092107,0.26330782682258086
1.2964413407821227,13.283772721763176,30.505404839810815,4819.548534084421,437.423866340523,0.8263538268232838,0.023313391169691344,0.0016518498290714083,0.33853192463653253,0.32011106873557593,0.9446731513107698,0.32156744125450637,0.26630643462328507
1.3076089385474858,13.359971756894476,30.829590244951653,4786.447516621101,439.73918310317237,0.83072777853088,0.02371689120855687,0.0016789803986636575,0.3363048358066438,0.31745502279730264,0.9417936855306356,0.3188993114094541,0.2692959023435941
1.318776536312849,13.435703412875766,31.154393822634788,4753.708355261925,442.01437350961197,0.8350259260344489,0.024122502861337825,0.001706286863875687,0.3340903363402235,0.314821605550501,0.9388135032740274,0.31625391320702895,0.2722759102864659
