model,target_frequency_GHz,nearest_channel_GHz,nearest_channel_offset_MHz,line_channels,target_line_flux,null_sigma,target_integrated_SNR,target_percentile_vs_null,false_alarm_fraction,centroid_GHz,centroid_offset_MHz,moment0_peak_offset_arcsec,control_positions,beam_major_arcsec,beam_minor_arcsec
Model D — null-position control test,279.901,279.9031793105,2.1793104999687785,8,0.00645184849834746,0.0031522258988231186,2.0467595614756715,95.625,0.04375,279.89765961306466,-3.3403869353492155,1.68000000000048,160,0.3988998395874,0.294546902541084
