scale_factor_a,redshift_z,radiation_term,matter_term,curvature_term,lambda_term,H_over_H0_squared,H_over_H0
0.0010899291968118154,916.4907901587827,65192056.50321104,243285202.40937412,-77.44462020240925,0.685,308477182.15296495,17563.518501512302
0.001097847248371539,909.8735313435654,63331555.72799543,238059107.2846369,-76.33153428941134,0.685,301390587.3660981,17360.60446430648
0.0011058228225122573,903.3039984725181,61524151.347037755,232945275.75004965,-75.23444639211134,0.685,294469352.547641,17160.109339617884
0.0011138563371205304,896.7818473297334,59768328.05482411,227941296.23188972,-74.15312657632056,0.685,287709550.81858724,16962.00314876127
0.0011219482131187542,890.3067361819075,58062613.79078856,223044808.9602996,-73.0873482126185,0.685,281107350.3487399,16766.2563009379
0.0011300988744872172,883.8783257604343,56405578.505155474,218253504.8564687,-72.03688792885423,0.685,274659012.00973624,16572.839588004714
0.0011383087482863133,877.4962792436299,54795832.96000371,213565124.44372216,-71.00152556333097,0.685,268360887.0872003,16381.724179316423
0.0011465782646789193,871.1602622390839,53232027.56454655,208977456.7819992,-69.98104411866318,0.685,262209415.05050164,16192.881616639506
0.0011549078569529332,864.8699427661385,51712851.2436514,204488338.42522117,-68.97522971629691,0.685,256201121.37864286,16006.28380913705
0.0011632979615439766,858.624991238495,50237030.33865076,200095652.40105686,-67.983871551684,0.685,250332615.44083607,15821.90302842348
0.001171749018058262,852.4250804469441,48803327.53952238,195797327.21260315,-67.0067618501003,0.685,244600588.43036368,15639.711903688114
0.0011802614692956268,846.2698855422216,47410540.84754387,191591335.8615117,-66.04369582309909,0.685,239001811.35035974,15459.683416886639
0.0011888357612727333,840.1590840179882,46057502.56755189,187475694.89209965,-65.09447162559024,0.685,233533133.0501799,15281.790897999485
0.001197472343246439,834.0923556939307,44743078.32896074,183448463.4559942,-64.15889031353635,0.685,228191478.31106463,15106.00802035616
0.0012061716677373355,828.0693826989867,43466166.13472027,179507742.3968701,-63.236755802256845,0.685,222973845.9798346,14932.308796024632
0.0012149341905534582,822.0898494546888,42225695.4374151,175651673.35484806,-62.32787482533148,0.685,217877307.1493883,14760.667571264801
0.0012237603708141693,816.15344265863,41020626.24173083,171878437.89013195,-61.43205689409427,0.685,212899003.3848059,14591.059022045174
0.0012326506709742133,810.2598512680481,39849948.232534885,168186256.62547135,-60.54911425770991,0.685,208036144.99389198,14423.458149621816
0.0012416055568479484,804.408766483528,38712679.927840725,164573388.40704533,-59.67886186382366,0.685,203286009.34102422,14257.840276178726
0.0012506254976337521,798.5998817328222,37607867.855945535,161038129.4833715,-58.821117319777166,0.685,198645939.2031997,14094.181040528738
0.0012597109659386063,792.8328926547873,36534585.75605126,157578812.70185313,-57.975700854381365,0.685,194113341.16720355,13932.456393874108
0.001268862437802859,787.1074970834375,35491933.80169903,154193806.72258565,-57.14243528023907,0.685,189685684.06684938,13772.642595625917
0.0012780803927251675,781.4233950321116,34479037.846365765,150881515.2490517,-56.32114595660896,0.685,185360497.4592715,13614.716209281465
0.0012873653136876223,775.7802886777552,33495048.69059044,147640376.27534136,-55.51166075280329,0.685,181135370.13927105,13458.654098358835
0.001296717687181052,770.1778823453163,32539141.370015927,144468861.34954423,-54.7138100121118,0.685,177007948.69075012,13304.433422387821
0.0013061380032305153,764.6158824922528,31610514.463748854,141365474.85296336,-53.92742651624398,0.685,172975936.0742857,13152.031632956396
0.0013156267554209743,759.0939976931527,30708389.422458418,138328753.29481426,-53.15234545028257,0.685,169037090.24992722,13001.426469811966
0.001325184440923158,753.6119386244634,29832009.91565005,135357264.62207302,-52.38840436814053,0.685,165189222.8343187,12852.59595701657
0.0013348115605196105,748.169418049334,28980641.19756748,132449607.54415163,-51.635443158514754,0.685,161430197.79127598,12705.518399155384
0.001344508618630931,742.766150802564,28153569.49119075,129604410.87207828,-50.89330401132892,0.685,157757930.154965,12560.172377597572
0.0013542761233422045,737.4018537756614,27350101.389814414,126820332.87187438,-50.161831384658655,0.685,154170384.78485742,12416.536746808968
0.0013641145864296167,732.0762459020127,26569563.275704324,124096060.63182256,-49.440871972132506,0.685,150665575.1516549,12274.590630715751
0.001374024523387279,726.7890481421507,25811300.755344145,121430309.44332336,-48.730274670800505,0.685,147241562.15339282,12134.313419118233
0.001384006453454231,721.5399834691377,25074678.110800404,118821822.1950557,-48.02989054946552,0.685,143896452.96096557,11995.684764154383
0.0013940608996416495,716.3287768540492,24359077.766744256,116269368.78014943,-47.33957281746923,0.685,140628399.89232087,11858.684576812087
0.0014041883887602503,711.1551552515643,23663899.77268401,113771745.5160935,-46.65917679392693,0.685,137435599.31460074,11723.293023489634
0.0014143894514478924,706.0188475856581,22988561.299974006,111327774.57710482,-45.98855987740439,0.685,134316290.57351896,11589.490522603613
0.00142466462219738,700.9195847353997,22332496.153178316,108936303.43869075,-45.32758151603067,0.685,131268754.94928756,11457.257741243651
0.0014350144393844688,695.8570995208503,21695154.295379408,106596204.33414327,-44.676103178040336,0.685,128291314.63841951,11326.57559187328
0.0014454394452960736,690.8311266890652,21076001.387034085,104306373.72270823,-44.03398832273925,0.685,125382331.76075399,11197.42522907628
0.0014559401861586824,685.8414029001947,20474518.337989762,102065731.76917917,-43.40110237188749,0.685,122540207.39106655,11069.788046347887
0.0014665172121669768,680.8876667136864,19890200.872285634,99873221.83466993,-42.77731268149366,0.685,119763380.61464289,10943.645672930154
0.0014771710775126597,675.969658574587,19322559.105374,97727809.97832634,-42.16248851401454,0.685,117050327.60621181,10818.979970690943
0.0014879023404134892,671.0871207999439,18771117.133407265,95628484.46974252,-41.55650101095458,0.685,114399560.73164877,10695.7730310459
0.0014987115631425335,666.239797565301,18235412.63424567,93574255.31184915,-40.95922316585853,0.685,111809627.67187165,10574.00717192265
0.0015095993120576266,661.4274348912969,17714996.479852397,91564153.77405287,-40.37052979769303,0.685,109279110.56837547,10453.664934766919
0.0015205661576310453,656.6497806303558,17209432.35975007,89597231.93540336,-39.790297524610274,0.685,106806625.18985592,10334.729081589701
0.0015316126744793978,651.9065844534779,16718296.415223487,87672562.23757422,-39.218404738088985,0.685,104390820.11939296,10217.18259205506
0.0015427394413937332,647.1975978371212,16241176.883961646,85789237.04744606,-38.65473157744691,0.685,102030375.96167614,10101.008660607917
0.0015539470413698658,642.5225740501816,15777673.754841372,83946368.22908632,-38.09915990471977,0.685,99724004.56976779,9986.190693641283
0.0015652360616389236,637.881268141064,15327398.432562875,82143086.72492312,-37.55157327990113,0.685,97470448.29091272,9872.712306702384
0.0015766070936981144,633.2734369248487,14889973.411856303,80378542.14591655,-37.01185693653832,0.685,95268479.23091592,9760.557321737111
0.0015880607333417203,628.6988389705491,14465031.960985927,78651902.37053305,-36.479897757678884,0.685,93116898.53662123,9649.709764372254
0.001599597580692313,624.1572345884616,14052217.814286826,76962353.15233487,-35.95558425216294,0.685,91014535.69603744,9540.15386123502
0.0016112182402321983,619.6483858176075,13651184.873476136,75309097.73599876,-35.43880653125616,0.685,88960247.85566837,9431.874037309253
0.0016229233208350882,615.1720564132642,13261596.917488545,73691356.48158333,-34.92945628561868,0.685,86952919.1546156,9324.854913327907
0.001634713435798004,610.7280118345872,12883127.32059266,72108366.49686722,-34.42742676260491,0.685,84991460.07503313,9219.081303201156
0.0016465892028734096,606.3160192323212,12515458.778552065,70559381.27758569,-33.93261274388976,0.685,83074806.80852501,9114.53821147978
0.0016585512443015801,601.9358474365996,12158283.042601353,69043670.35539502,-33.44491052341633,0.685,81201920.63808584,9011.21083085319
0.0016706001868432036,597.5872669448327,11811300.66101417,67560518.95339924,-32.96421788566056,0.685,79371787.33519553,8909.084539681702
0.0016827366618122213,593.2700499096817,11474220.728046581,66109227.64907669,-32.49043408420832,0.685,77583416.57168919,8808.144899562518
0.0016949613051089056,588.9839701271218,11146760.640045308,64689112.04444728,-32.023459820640376,0.685,75835841.34603277,8708.377652928975
0.0017072747572531787,584.728803024589,10828645.858516283,63299502.44332494,-31.56319722372083,0.685,74128117.423644,8609.768720682572
0.0017196776634181734,580.5043256492135,10519609.679954985,61939743.535503246,-31.109549828884674,0.685,72459322.7909084,8512.30419985731
0.0017321706734640368,576.3103166561386,10219393.012245512,60609194.08772521,-30.662422558020214,0.685,70828557.12254816,8415.970361315929
0.0017447544419719808,572.1465562969228,9927744.157440951,59307226.641291216,-30.221721699541995,0.685,69234941.26201047,8320.75364747752
0.001757429628278579,568.0128264080256,9644418.600742932,58033227.21616304,-29.78735488875019,0.685,67677616.71455109,8226.640670076158
0.0017701968965103134,563.9089103993771,9369178.80550343,56786595.0214239,-29.35923108847225,0.685,66155745.15269624,8133.618207950029
0.001783056915618372,559.8345932430293,9101794.01407698,55566742.17195833,-28.937260569982815,0.685,64668507.93377474,8041.673204860711
0.0017960103594136991,555.7896614618895,8842040.054356305,54373093.41121803,-28.521354894197785,0.685,63215105.62921945,7950.7927673421
0.001809057906602299,551.7739031185356,8589699.151829217,53205085.83994335,-28.111426893138812,0.685,61794757.565345675,7860.964162578638
0.0018222002408207992,547.7871078041105,8344559.746999124,52062168.650711805,-27.70739065166403,0.685,60406701.37532028,7772.174816312374
0.0018354380506722685,543.8290666272984,8106416.318016181,50943802.868189216,-27.30916148946153,0.685,59050192.562043905,7684.412310778483
0.001848772029762298,539.8995722033792,7875069.20837029,49849461.09496036,-26.916655943301475,0.685,57724504.07167471,7597.664382668841
0.0018622028767353422,535.9984186433629,7650324.459501571,48778627.26281969,-26.529791749543467,0.685,56428925.87752952,7511.9189211232515
0.0018757312953113256,532.1254015432015,7431993.648187891,47730796.389404565,-26.14848782689519,0.685,55162764.57410463,7427.163965747937
0.0018893579943225149,528.2803179730793,7219893.728573145,46705474.340056285,-25.77266425941892,0.685,53925342.980965175,7343.38770466092
0.0019030836877506581,524.4629664667799,7013846.878703899,45702177.59479686,-25.402242279782286,0.685,52715999.75625848,7260.57847256391
0.0019169090947643945,520.6731470111309,6813680.3514456395,44720433.02031125,-25.03714425274973,0.685,51534089.01961264,7178.724748840329
0.0019308349397569387,516.9106610355228,6619226.329653686,43759777.64682762,-24.677293658911204,0.685,50378979.984187655,7097.815155679081
0.0019448619523840264,513.1753114015072,6430321.7854774855,42819758.44979135,-24.32261507864499,0.685,49250056.597653754,7017.838456223808
0.0019589908676021584,509.4669023924643,6246808.343679909,41899932.1362274,-23.973034176310506,0.685,48146717.19187313,6938.783552747062
0.0019732224257071017,505.7852397033504,6068532.148857501,40999864.93569337,-23.62847768466877,0.685,47068374.14107319,6860.639484849295
0.0019875573723726774,502.1301304305166,5895343.736450019,40119132.39572263,-23.288873389526632,0.685,46014453.52829926,6783.395427682161
0.002001996458689834,498.50138306160125,5727097.907431152,39257319.18166136,-22.95415011460163,0.685,44984394.81994239,6707.040690195818
0.0020165404412060004,494.8988074654956,5563653.6065754695,38414018.88080579,-22.624237706604465,0.685,43977650.54814355,6631.564713409916
0.002031190081964723,491.32221488238224,5404873.804199475,37588833.81074661,-22.299067020535897,0.685,42993686.000879064,6556.957068707943
0.002045946148545599,487.7714179138438,5250625.381277577,36781374.831830405,-21.978569905194856,0.685,42031978.91953808,6483.20745615456
0.002060809414104489,484.246230513045,5100779.017836774,35991261.16364969,-21.662679188894966,0.685,41092019.20380728,6410.305702835652
0.0020757806574140305,480.7464679749842,4955209.084536365,35218120.205475055,-21.351328665386273,0.685,40173308.62368276,6338.241761220754
0.002090860662904441,477.271946926816,4813793.5373418825,34461587.36054462,-21.04445307997937,0.685,39275360.53843343,6267.005707547539
0.002106050220704621,473.82248531824183,4676413.815204839,33721305.864127845,-20.74198811586886,0.685,38397699.62234457,6196.587740228049
0.002121350126683546,470.3979024119745,4542954.740662699,32996926.61528333,-20.443870380653667,0.685,37539861.59707565,6126.978178276438
0.002136761182491978,466.9980187742643,4413304.423275394,32288108.01222965,-20.15003739305057,0.685,36701392.97046766,6058.167459757749
0.0021522841956044605,463.62265626550027,4287354.165817848,31594515.791253705,-19.860427569799246,0.685,35881850.78164398,5990.14614025768
0.002167919979361629,460.2716380308753,4164998.373149535,30915822.869078923,-19.57498021275519,0.685,35080802.352248244,5922.904891372834
0.0021836693530128274,456.94478849111994,4046134.463684819,30251709.18861981,-19.293635496168246,0.685,34297825.043669134,5856.434499221274
0.0021995331417590325,453.64193333330275,3930662.783389821,29601861.568049844,-19.016334454143983,0.685,33532506.02010521,5790.72586297307
0.00221551217679609,450.3628995016972,3818486.5222337176,28965973.553111687,-18.743018968285284,0.685,32784442.017326433,5725.769993400576
0.002231607295358269,447.10751518871376,3709511.633024382,28343745.27259975,-18.47363175551151,0.685,32053239.116992377,5661.558011448119
0.0022478193407621254,443.87560982589866,3603646.752560407,27734883.29694751,-18.2081163560528,0.685,31338512.52639156,5598.081146820896
0.0022641491624506905,440.6670140749962,3500803.125033309,27139100.499852307,-17.946417121616907,0.685,30639886.36346849,5535.330736592755
0.0022805976160379785,437.48155981907644,3400894.5276157563,26556115.922872685,-17.688479203726068,0.685,29956993.447009236,5473.298223832613
0.0022971655633538157,434.3190801537265,3303837.1981734205,25985654.64293447,-17.434248542221564,0.685,29289475.091859348,5411.975156249274
0.0023138538724889984,431.17940937830537,3209549.7650398286,25427447.64268285,-17.183671853933436,0.685,28636980.909050822,5351.353184854353
0.0023306634178407747,428.0623829872622,3117953.178795377,24881231.683619604,-16.936696621513143,0.685,27999168.610718355,5291.424062643095
0.0023475950801586628,424.96783766151646,3028970.6459932555,24346749.181965362,-16.69327108242658,0.685,27375703.819687534,5232.179643292797
0.002364649746590595,421.89561125990116,2942527.5647767875,23823748.087188695,-16.453344218105464,0.685,26766259.883621264,5173.611879878627
0.002381828310729403,418.84554281066687,2858551.4623341397,23311981.763144374,-16.216865743254484,0.685,26170517.69361277,5115.712823606576
0.0023991316726596373,415.817472503048,2776971.934138026,22811208.871765114,-15.983786095312288,0.685,25588165.507117044,5058.474622563313
0.002416560739004728,412.81124167888896,2697720.58491941,22321193.259251647,-15.754056424063794,0.685,25018898.77511463,5001.889520482698
0.002434116422974488,409.8266928243313,2620730.9713257607,21841703.844707645,-15.527628581401924,0.685,24462419.973404825,4945.949855528746
0.0024517996444129624,406.86366956156047,2545938.5462157624,21372514.511166893,-15.304455111236406,0.685,23918438.43792754,4890.64805909478
0.002469611329846622,403.9220166406129,2473280.6045437995,20913403.99896141,-15.084489239547676,0.685,23386670.204015967,4835.976654618586
0.002487552412532912,401.00157993124066,2402696.2307888046,20464155.801380042,-14.867684864583659,0.685,22866837.84948398,4781.928256413304
0.00250562383250915,398.1022064148363,2334126.247883449,20024558.062568564,-14.653996547197535,0.685,22358670.341455467,4728.495568513887
0.002523826536641779,395.2237441764151,2267513.167600817,19594403.477622975,-14.443379501324307,0.685,21861902.88684429,4675.67138353887
0.0025421614786759797,392.36604239665553,2202801.1423569894,19173489.19482897,-14.235789584594281,0.685,21376276.78639637,4623.448581567267
0.002560629619285644,389.52895134399665,2139935.918389111,18761616.720001318,-14.031183289081438,0.685,20901539.29220714,4571.820129030356
0.002579231926123709,386.71232236679305,2078864.790269712,18358591.822878312,-13.82951773218479,0.685,20437443.46863029,4520.779077618181
0.002597969373872857,383.91600788552614,2019536.5567191306,17964224.44552693,-13.630750647640797,0.685,19983748.056495413,4470.318563200548
0.0026168429442965874,381.1398613850714,1961901.4776789856,17578328.612715546,-13.434840376664946,0.685,19540217.34055415,4420.431804762307
0.002635853626290655,378.38373740702184,1905911.23261073,17200722.344211977,-13.241745859220648,0.685,19106621.020076845,4371.112103352743
0.0026550024159348842,375.64749154206635,1851518.8799843069,16831227.568965506,-13.051426625413646,0.685,18682734.082523186,4322.352841048864
0.0026742903165453604,372.93098042242354,1798678.8179229512,16469670.041132396,-12.863842787010089,0.685,18268336.68021256,4274.147479932409
0.002693718338726999,370.2340617143295,1747346.7459711374,16115879.257905226,-12.678955029076514,0.685,17863214.00992133,4226.489561080369
0.0027132875004264954,367.5565941105807,1697479.627953629,15769688.379107477,-12.496724601740004,0.685,17467156.195336502,4179.372703568863
0.0027329988269856643,364.8984373231293,1649035.6558944734,15430934.148515178,-12.317113312066734,0.685,17079958.172296338,4132.790603490133
0.0027528533511951623,362.25945207573295,1601974.2149657141,15099456.816868812,-12.140083516057281,0.685,16701419.57675101,4086.7370329825494
0.0027728521133485945,359.6395000966584,1556255.8494364365,14775100.066539073,-11.965598110757028,0.685,16331344.6353774,4041.205839273397
0.002792996161297035,357.03844411143467,1511842.229593539,14457710.937810589,-11.793620526479797,0.685,15969542.058783602,3996.1909437342456
0.00281328655050392,354.4561478356616,1468696.1196065976,14147139.756749561,-11.624114719143433,0.685,15615824.93724144,3951.686340948816
0.002833724344100354,351.8924759678692,1426781.3463097983,13843240.064620666,-11.457045162715449,0.685,15270010.638885302,3907.686097793079
0.0028543106129408093,349.34729418242796,1386062.7688748047,13545868.548820281,-11.292376841767283,0.685,14931920.710318245,3864.184352527483
0.0028750464356592396,346.82046912251104,1346506.2493491166,13254884.97529328,-11.130075244135536,0.685,14601380.779567154,3821.175313901098
0.002895932898725592,344.3118683931068,1308078.6240352364,12970152.122401675,-10.970106353688724,0.685,14278220.46133056,3778.6532602675466
0.002916971096502734,341.8213605540821,1270747.6756866346,12691535.716213828,-10.81243664319798,0.685,13962273.26446382,3736.612538712546
0.002938162131303795,339.34881511329496,1234482.1064972058,12418904.367183715,-10.657033067310193,0.685,13653376.501647854,3695.047564192896
0.002959507113449922,336.89410251975767,1199251.5118615732,12152129.508190418,-10.50386305562219,0.685,13351371.201188937,3653.9528186867624
0.0029810071613284544,334.4570941568488,1165026.3548842503,11891085.333908647,-10.352894505854438,0.685,13056102.020898392,3613.322850355112
0.003002663401451529,332.0376623355738,1131777.9416162584,11635648.741481574,-10.204095777122822,0.685,12767417.164002055,3573.1522727141164
0.0030244769685150905,329.635680287876,1099478.3969984986,11385699.272468293,-10.057435683307245,0.685,12485168.297031108,3533.4357638184265
0.003046449005458361,327.25102215999266,1068100.6414916185,11141119.056038013,-9.912883486515359,0.685,12209210.469646145,3494.168065455087
0.0030685806635237173,324.8835630058616,1037618.3683728749,10901792.75338479,-9.770408890640375,0.685,11939402.036348773,3455.3439823480344
0.003090873102317011,322.53317878057504,1008006.0216809037,10667607.503336208,-9.629982035011444,0.685,11675604.580035077,3416.9583813729832
0.003113327489868328,320.19974633387926,979238.7747899127,10438452.869130446,-9.49157348813525,0.685,11417682.83734687,3379.0061907825607
0.003135945002693189,317.8831434037228,951292.5095953476,10214220.78633666,-9.355154241527607,0.685,11165504.625777766,3341.482399441566
0.003158726825854193,315.5832486098499,924143.7962935707,9994805.511894118,-9.220695703633673,0.685,10918940.772491986,3304.382056072207
0.003181674153023109,313.2999414474411,897769.8737386017,9780103.574246008,-9.088169693835573,0.685,10677865.044814916,3267.700268509172
0.0032047881865434223,311.03310228079897,872148.6303594548,9570013.72454448,-8.95754843654612,0.685,10442154.0823555,3231.4322029644222
0.0032280701374933288,308.78261233707985,847258.5856220706,9364436.888903845,-8.828804555387467,0.685,10211687.33072136,3195.5730833015477
0.0032515212257491917,306.5483537000707,823078.8720203023,9163276.121679462,-8.701911067453391,0.685,9986346.976788698,3160.11819031958
0.003275142680049459,304.33020930401074,799589.2175808551,8966436.559750214,-8.576841377654054,0.685,9766017.885489691,3125.062861046109
0.0032989357380590425,302.1280629274575,776769.9288675141,8773825.377783112,-8.453569273142044,0.685,9550587.538081354,3090.4024880396005
0.0033229016464341675,299.9417991871977,754601.8744704118,8585351.744458834,-8.332068917818544,0.685,9339945.971860327,3056.1325187007724
0.003347041660887692,297.77130353220133,733066.4689664884,8400926.779637624,-8.212314846918433,0.685,9133985.721289266,3022.2484545929156
0.0033713570462549003,295.61646223761977,712145.6573377046,8220463.512445314,-8.094281961673241,0.685,8932601.760501057,2988.7458507710317
0.0033958490765597757,293.4771623988271,691821.8998339361,8043876.840259718,-7.977945524050796,0.685,8735691.447148131,2955.6203151196755
0.003420519035081753,291.3532919255043,672078.1572678651,7871083.488578055,-7.863281151570481,0.685,8543154.46756477,2922.8675076993773
0.003445368214422958,289.2447395357664,652897.8767295341,7702001.97174647,-7.750264812193009,0.685,8354892.783211191,2890.483140101528
0.003470397916575935,287.1513947503314,634264.9777085915,7536552.554533131,-7.638872819283642,0.685,8170810.578368903,2858.4629748116213
0.003495609452991864,285.07314788673204,616163.8386125911,7374657.214526814,-7.529081826647814,0.685,7990814.209057578,2826.8028245807272
0.0035210041446492755,283.0098900535686,598579.283670041,7216239.605343193,-7.42086882363809,0.685,7814812.15314441,2795.4985518051
0.0035465833221232654,280.9615131448035,581496.5702072245,7061225.020621513,-7.314211130331462,0.685,7642714.961617607,2764.546067913792
0.003572348325655211,278.9279098340972,564901.376288124,6909540.358794666,-7.209086392775953,0.685,7474435.210996397,2733.941332764183
0.003598300505222994,276.9089735691844,548779.7887070872,6761114.088616056,-7.105472578305544,0.685,7309887.456850564,2703.6803540453084
0.003624441220611733,274.90459856629155,533118.2913241677,6615876.215426995,-7.003347970922438,0.685,7148988.188403192,2673.759186688882
0.0036507718414850315,272.9146798045939,517903.753733359,6473758.248148704,-6.902691166745694,0.685,6991655.784190896,2644.1739322879075
0.0036772937474567418,270.93911302071297,503123.42025422555,6334693.166983402,-6.803481069525273,0.685,6837810.468756558,2614.920738522787
0.003704008328163252,268.97779470325355,488764.8992376964,6198615.391809179,-6.705696886220557,0.685,6687374.270349989,2585.9957985948063
0.003730916983336296,267.0306220873804,474816.15267706104,6065460.751253834,-6.609318122642427,0.685,6540270.979612772,2557.3953506669186
0.003758021122876293,265.09749314943326,461265.48611545254,5935166.452433008,-6.514324579157968,0.685,6396426.109223881,2529.1156773117123
0.003785322166926223,263.1783066015819,448101.538841359,5807671.05133841,-6.4206963464569045,0.685,6255766.854483423,2501.153104966472
0.0038128215459460337,261.2729618865183,435313.274363944,5682914.423862134,-6.328413801378893,0.685,6118222.054812277,2473.5040033952396
0.003840520700787591,259.3813591721888,422889.97116018855,5560837.737443414,-6.237457602800788,0.685,5983722.156145998,2446.164785157778
0.003868421082770176,257.5033993465624,410821.2136860984,5441383.42332444,-6.147808687583003,0.685,5852199.17420185,2419.131905085345
0.0038965241537565276,255.63898401243802,399096.88364443986,5324495.149402155,-6.059448266574149,0.685,5723586.658598328,2392.401859763181
0.003924831386229426,253.7880154822898,387707.15150168975,5210117.793663297,-5.9723578206731265,0.685,5597819.657807166,2365.971187019649
0.003953344263368868,251.9503967731471,376642.46824706666,5098197.418189935,-5.886519096947714,0.685,5474834.684917904,2339.836465421869
0.00398206427912976,250.12603160151397,365893.5573867646,4988681.243723569,-5.801914104809063,0.685,5354569.684196228,2313.994313777851
0.0040109929383202025,248.31482437832423,355451.4071666542,4881517.624775545,-5.7185251122411085,0.685,5236963.998417086,2288.4413906449704
0.004040131756680336,246.5166802039328,345307.2630169377,4776656.025272135,-5.636334642084186,0.685,5121958.33695443,2263.174393844723
0.0040694822609617575,244.7315048631434,335452.6202124275,4674046.994722812,-5.555325468372067,0.685,5009494.744609771,2238.190059983685
0.004099045989007515,242.9592048202723,325879.2167422887,4573642.144900463,-5.4754806127216415,0.685,4899516.571162138,2213.4851639805806
0.004128824489832686,241.19968721424712,316579.0263832713,4475394.127022513,-5.396783340774481,0.685,4791968.4416224435,2189.0565185993814
0.00415881932370554,239.45285985374144,307544.2519706241,4379256.609422273,-5.3192171586895585,0.685,4686796.227175738,2164.9009739883572
0.004189032062229289,237.71863121234435,298767.318861047,4285184.255699894,-5.2427658096863645,0.685,4583947.016795131,2141.0154172249977
0.00421946428842443,235.996910423765,290240.8685822055,4193132.7033427153,-5.167413270637728,0.685,4483369.08951165,2117.39677186673
0.004250117596811695,234.28760727707126,281957.75266347633,4103058.5428048247,-5.093143748711578,0.685,4385011.887324551,2094.041997507345
0.004280993593495595,232.59063221196314,273911.02664275817,4014919.297036048,-5.019941678060987,0.685,4288825.988737128,2070.948089339066
0.004312093896248561,230.90589631408093,266093.9442443243,3928673.401450723,-4.947791716561827,0.685,4194763.08290333,2048.112077720194
0.004343420134595729,229.23331131034521,258499.951722822,3844280.1843266594,-4.876678742597222,0.685,4102775.944370739,2025.5310277482147
0.004374973949900309,227.5727895643325,251122.68236869745,3761699.8476252654,-4.806587851888299,0.685,4012818.408406111,2003.202038838347
0.004406756995449587,225.92424407168335,243955.95117042382,3680893.448223633,-4.7375043543704525,0.685,3924845.346889703,1981.1222443074287
0.004438770936541548,224.28758845554356,236993.74962906458,3601822.8795497967,-4.669413771114522,0.685,3838812.64476509,1959.2888109630724
0.004471017450572134,222.66273696203868,230230.240720822,3524450.8536124867,-4.602301831292209,0.685,3754677.1770314774,1937.6989386980315
0.004503498227123133,221.0496044557804,223659.75400334792,3448740.8834169037,-4.536154469185107,0.685,3672396.7862657825,1916.3498600896921
0.0045362149680507,219.44810641540641,217276.78086171596,3374657.2657582406,-4.470957821236728,0.685,3591930.260662135,1895.2388400046405
0.004569169387574536,217.85815892915113,211075.9698900654,3302165.0643848022,-4.406698223146897,0.685,3513237.3125766446,1874.363175208221
0.0046023632123677,216.27967869044977,205052.12240505006,3231230.0935228276,-4.3433622070079085,0.685,3436278.5575656705,1853.7201939790348
0.004635798181647079,214.7125829935729,199200.1880873252,3161818.9017551974,-4.280936498481835,0.685,3361015.493906024,1833.3072557282983
0.00466947604726452,213.15678972929342,193515.26074742293,3093898.756246472,-4.219408014018425,0.685,3287410.482585881,1813.1217506240116
0.0047033985737986155,211.612217380584,187992.57421246305,3027437.6273067733,-4.158763858112961,0.685,3215426.7277553785,1793.1610992198605
0.004737567538647162,210.07878501834622,182627.49833025277,2962404.1732872766,-4.098991320603552,0.685,3145028.257626209,1773.4227520887987
0.004771984732120287,208.55641229717017,177415.53508742453,2898767.7258001566,-4.040077874007264,0.685,3076179.905809707,1753.904189461245
0.004806651957534256,207.0450194511245,172352.31483835654,2836498.2752560247,-3.982011170894527,0.685,3008847.29308321,1734.6029208678308
0.004841571031305956,205.5445272895773,167433.5926417164,2775566.456712056,-3.9247790413012944,0.685,2942996.809574731,1715.516484786646
0.004876743783048071,204.0548571930466,162655.2447015543,2715943.536024101,-3.868369490178387,0.685,2878595.597356165,1696.6424482949155
0.004912172055664941,202.57593110908124,158013.26490996397,2657601.3962962893,-3.8127706948775044,0.685,2815611.5334355584,1677.9784067250564
0.004947857705449129,201.10767154817108,153503.76148841056,2600512.5246216855,-3.757971002673354,0.685,2754013.2131390935,1659.5219833250458
0.004983802602178677,199.65000157968703,149122.95372491213,2544649.999107805,-3.7039589283214136,0.685,2693769.9338737894,1641.2708289230602
0.005020008629215081,198.20284482785004,144867.16880433715,2489987.4761808156,-3.650723151650782,0.685,2634851.679262001,1623.2226215963112
0.005056477683601964,196.76612546772944,140732.83872916177,2436499.178162474,-3.598252515191629,0.685,2577229.1036391207,1605.375066344037
0.005093211676164478,195.33976822127005,136716.49732810468,2384159.8811139227,-3.5465360218367485,0.685,2520873.516906006,1587.7258947645862
0.00513021253160942,193.92369835334793,132814.77735013206,2332944.902940621,-3.4955628325367214,0.685,2465756.8697279207,1570.2728647365466
0.005167482188626082,192.51784166785444,129024.40764139562,2282830.091752793,-3.4453222640281993,0.685,2411851.7390719247,1553.0137601038584
0.005205022599987829,191.12212450380875,125342.2104027378,2233791.8144759145,-3.395803786594844,0.685,2359131.3140748655,1535.9463903648673
0.005242835732654413,189.73647373149848,121765.0985254642,2185806.9457058585,-3.3469970218604477,0.685,2307569.382234301,1519.068590365261
0.005280923567875039,188.36081674864766,118290.07300314968,2138852.856803451,-3.298891740613773,0.685,2257140.3159148605,1502.378219994839
0.00531928810129217,186.99508147661308,114914.22041730849,2092907.4052232855,-3.251477860664652,0.685,2207819.059162733,1485.8731638880665
0.0053579313430460905,185.6391963566073,111634.71049482016,2047948.9240717727,-3.2047454447309005,0.685,2159581.114821148,1469.5513311283646
