scale_factor_a,redshift_z,radiation_term,matter_term,curvature_term,lambda_term,H_over_H0_squared,H_over_H0
0.00011391616634179608,8777.385299585858,546319098429.7156,213085780946.87125,-7089.524459054629,0.685,759404872287.7474,871438.392709288
0.00011474373760167133,8714.072568678765,530727826108.1634,208508410231.64212,-6987.629068715012,0.685,739236229352.8616,859788.479425528
0.00011557732095106964,8651.216470940315,515581509442.20447,204029367629.02353,-6887.198187121002,0.685,719610870184.7148,848298.809491511
0.00011641696006625456,8588.813712975203,500867449946.98364,199646540918.19452,-6788.21076537275,0.685,700513984077.6525,836967.1344071119
0.00011726269894078626,8526.861025141223,486573311536.7201,195357863251.6937,-6690.646057099288,0.685,681931168098.4529,825791.2376009162
0.0001181145818878267,8465.35516137795,472687110182.2852,191161312180.73795,-6594.483614110375,0.685,663848415769.2246,814768.9339740591
0.0001189726535424614,8404.292899036664,459197203863.9404,187054908701.47888,-6499.703282110848,0.685,646252106066.4011,803898.0694505996
0.00011983695886403815,8343.671038711496,446092282810.81165,183036716321.74667,-6406.285196476556,0.685,629128992726.9583,793176.5205343375
0.00012070754313852266,8283.48640407179,433361360018.9171,179104840147.84207,-6314.20977809103,0.685,612466193853.2344,782602.1938719789
0.00012158445198087142,8223.735841695676,420993762039.7988,175257425990.9447,-6223.457729241959,0.685,596251181807.9708,772173.0258225619
0.00012246773133742166,8164.41622090485,408979120032.03534,171492659492.71744,-6134.010029576676,0.685,580471773391.4279,761886.9820330492
0.0001233574274882988,8105.524433600532,397307361068.1326,167808765269.69345,-6045.847932115742,0.685,565116120292.6632,751742.0570200015
0.00012425358704984122,8047.057394100622,385968699689.50745,164204006076.04385,-5958.952959323868,0.685,550172699807.2833,741736.2737572454
0.00012515625697704302,7989.012038978016,374953629702.4775,160676681984.32895,-5873.306899237254,0.685,535630305814.1845,731867.6832694449
0.00012606548456601393,7931.3853269001,364252916208.388,157225129583.84937,-5788.891801646641,0.685,521478040004.0306,722134.3642314986
0.0001269813174564577,7874.174238469396,353857587861.18555,153847721196.2167,-5705.689974335187,0.685,507705303352.3972,712534.4225736727
0.00012790380363416807,7817.375776065359,343758929345.9531,150542864107.77548,-5623.683979370435,0.685,494301787830.7297,703065.9910923936
0.000128832991433543,7760.986963687312,333948474072.0976,147308999818.51328,-5542.856629449563,0.685,481257468348.4392,693727.2290666117
0.0001297689295401174,7705.004846798518,324417997075.0635,144144603307.1052,-5463.190984297166,0.685,468562594919.6627,684516.3218796633
0.00013071166699311391,7649.426492171365,315159508120.62476,141048182311.74625,-5384.670347114806,0.685,456207685048.3856,675431.4806465461
0.00013166125318801202,7594.24898773371,306165245005.9751,138018276626.4342,-5307.278261081636,0.685,444183516325.81604,666470.9418465415
0.00013261773787913685,7539.4694424162535,297427667051.9856,135053457412.36494,-5230.998505905222,0.685,432481119234.037,657632.9669610831
0.00013358117118226562,7485.0849860010885,288939448781.1978,132152326524.12454,-5155.815094422045,0.685,421091770150.19226,648915.8421168282
0.0001345516035772536,7431.0927689713035,280693473776.2322,129313515850.35298,-5081.71226924679,0.685,410006984545.55786,640317.8777338314
0.00013552908591067908,7377.489962361685,272682828713.47192,126535686668.57243,-5008.6744994698365,0.685,399218510374.0549,631837.4081787615
0.00013651366939850744,7324.273757610485,264900797567.0177,123817529013.87404,-4936.686477402189,0.685,388718321644.89026,623472.7914230822
0.00013750540562877474,7271.441366412269,257340855978.05444,121157761061.16653,-4865.733115367201,0.685,378498612174.17285,615222.4087061303
