z_scan_seed,z_unweighted_mean,z_sample_std,z_amplitude_weighted,z_catalog_weighted,z_shared_gaussian_fit,gaussian_sigma_um,download_status,mast_product
2.464187451630404,2.4632707121159423,0.00937642866874557,2.4632707121159423,2.462386363566502,2.4642758120369503,0.0012331521860498916,cached,jw02736-o007_s000009239_nirspec_f170lp-g235m_x1d.fits
