z_seed_line_comb,mean_z_from_three_lines,sample_std_z,mean_slope_from_three_lines,mean_observed_peak_um,gaussian_fit_z,gaussian_fit_slope,note,mast_product,download_status
2.464187451630404,2.4632707121159423,0.00937642866874557,3.4632707121159427,2.2735464523444637,2.4642758120369503,3.4642758120369503,"orange average line uses mean slope = mean(lambda_obs/lambda_rest), not a single y value",jw02736-o007_s000009239_nirspec_f170lp-g235m_x1d.fits,astroquery_mast
