model,RA_deg,Dec_deg,template_center_x,template_center_y,line_channels,line_flux_sum,line_noise_sigma,line_SNR,centroid_GHz,offset_MHz,moment0_peak_offset_arcsec,beam_major_arcsec,beam_minor_arcsec
Model A — fixed point-source template,53.1647632,-27.7746223,64,64,8,0.00645184849834746,0.002953316123925037,2.1846115443181136,279.89765961306466,-3.3403869353492155,1.68000000000048,0.3988998395874,0.294546902541084
