intentType,obs_collection,provenance_name,instrument_name,project,filters,wave_region,target_name,target_classification,obs_id,s_ra,s_dec,dataproduct_type,proposal_pi,calib_level,t_min,t_max,t_exptime,wavelength_region,em_min,em_max,obs_title,t_obs_release,proposal_id,proposal_type,sequence_number,s_region,jpegURL,dataURL,dataRights,mtFlag,srcDen,obsid,wave_min,wave_max,distance
science,JWST,CALJWST,NIRSPEC/MSA,JWST,CLEAR;PRISM,INFRARED,cosmos_im7.4_aw1.0_v1_pt1,,jw05224-o004_s000277193_nirspec_clear-prism,150.11499833333335,2.217338888888889,spectrum,"Oesch, Pascal",3,60781.133675289355,60781.36133594908,15756.002999999997,INFRARED,600.0,5300.0,Mirage or Miracle?  Spectroscopic Confirmation of Remarkably Luminous Galaxies at z>10,60964.55531238,5224,GO,,POLYGON 150.092897376 2.273326539 150.093706871 2.273326539 150.093706871 2.272967747 150.092897376 2.272967747,mast:JWST/product/jw05224-o004_s000277193_nirspec_clear-prism_cal.jpg,mast:JWST/product/jw05224-o004_s000277193_nirspec_clear-prism_s2d.fits,PUBLIC,False,,254258482,600.0,5300.0,0.0
science,JWST,CALJWST,NIRSPEC/MSA,JWST,CLEAR;PRISM,INFRARED,cosmos_im7.4_aw1.0_v1_pt1,,jw05224-o004_s000277031_nirspec_clear-prism,150.11499833333335,2.217338888888889,spectrum,"Oesch, Pascal",3,60781.133675289355,60781.36133594908,15756.002999999997,INFRARED,600.0,5300.0,Mirage or Miracle?  Spectroscopic Confirmation of Remarkably Luminous Galaxies at z>10,60964.55531238,5224,GO,,POLYGON 150.092415175 2.272949634 150.093225055 2.272949634 150.093225055 2.272590612 150.092415175 2.272590612,mast:JWST/product/jw05224-o004_s000277031_nirspec_clear-prism_cal.jpg,mast:JWST/product/jw05224-o004_s000277031_nirspec_clear-prism_s2d.fits,PUBLIC,False,,254258368,600.0,5300.0,0.8478833010761365
