orange_line_definition,green_line_definition,z_seed_line_comb,z_mean_orange,z_std_three_lines,z_fit_green,mast_product,download_status
lambda_observed = (1 + z_mean_from_three_peak_readings) * lambda_rest,lambda_observed = (1 + z_shared_gaussian_fit) * lambda_rest,2.464187451630404,2.4632707121159423,0.00937642866874557,2.4642758120369503,jw02736-o007_s000009239_nirspec_f170lp-g235m_x1d.fits,cached
