wavelength_um,flux_microJy,continuum_microJy,residual_microJy,residual_smooth_microJy
2.1736700534820557,0.4185542326740308,0.5075370533910835,-0.08898282071705266,-0.08099542098157732
2.174732208251953,0.5718063905039723,0.5074150612350934,0.06439132926887892,0.011209181682967554
2.1757941246032715,0.5916596544845367,0.5073266712617936,0.08433298322274307,0.08385744814249238
2.17685604095459,0.5429934392876535,0.5072718834711842,0.0357215558164693,0.0830202927473846
2.177917957305908,0.5964843767564098,0.5072506978632649,0.08923367889314482,-0.02100961238944655
2.1789798736572266,0.3996453561546684,0.5072210924148118,-0.10757573626014344,-0.07343588664954029
2.180041790008545,0.3053188990541406,0.5071003309662163,-0.2017814319120757,-0.05208505273364414
2.1811037063598633,0.5838191680175088,0.5070269054362135,0.07679226258129523,-0.013686238405147235
2.1821656227111816,0.6483074609123773,0.5069512426855958,0.14135621822678157,0.07255925003502195
2.1832275390625,0.5654536134282684,0.5069827025903948,0.05847091083787359,0.11934027566015558
2.1842894554138184,0.5753287841109251,0.5070169199047778,0.06831186420614732,0.05143046648682281
2.1853513717651367,0.5530838634421461,0.5070483200573832,0.0460355433847629,0.03377090911514677
2.186413288116455,0.47371801466006697,0.5071153329991924,-0.03339731833912546,0.030314913134127937
2.1874752044677734,0.6049448417201639,0.5072077651921889,0.09773707652797503,0.03076386546399112
2.1885368824005127,0.511581494518805,0.5073522379581186,0.004229256560686401,0.022132364800762964
2.189598798751831,0.5539708261245834,0.5075093981692748,0.04646142795530861,0.04618322635103525
2.1906607151031494,0.5094085878089917,0.5074199998643427,0.0019885879446489563,0.03688154359690014
2.1917226314544678,0.6292874890811007,0.5074280470533359,0.12185944202776477,0.07771554552435828
2.192784547805786,0.5666678629844578,0.5075311121380061,0.05913675084645176,0.08284677952523413
2.1938462257385254,0.6297374715274519,0.5077590769566793,0.12197839457077253,0.09951031408723743
2.1949081420898438,0.5503500947583378,0.5080487820651848,0.04230131269315307,0.0868948823184465
2.195970058441162,0.5968735530573718,0.5082991773127419,0.0885743757446299,0.04537187045387366
2.1970319747924805,0.5085328954058316,0.5084904829913622,4.241241446933941e-05,-0.05029458791552314
2.1980936527252197,0.34299984286190977,0.5087738989697373,-0.16577405610782758,-0.08251038498177003
2.199155569076538,0.3450014725453083,0.5091948650339438,-0.16419339248863557,-0.13162452476920272
2.2002174854278564,0.5014835440776563,0.5096574828676104,-0.008173938789954094,-0.11750468764793767
2.2012791633605957,0.3822387831614861,0.5102425347139361,-0.12800375155245003,-0.03256329588534416
