mass_Msun,mass_kg,schwarzschild_radius_km,schwarzschild_radius_AU,hawking_temperature_K,temperature_relative_to_CMB
45650.06854009166,9.077379178991606e+34,134820.14521350493,0.000901217006516557,1.3516023134538335e-12,4.959098563396931e-13
46983.63829683701,9.342555524411148e+34,138758.6292948343,0.0009275441464878705,1.3132388313203006e-12,4.818340969804809e-13
48356.16546050414,9.615478433324868e+34,142812.16782024904,0.0009546403779144769,1.2759642469688637e-12,4.681578598308068e-13
49768.78808896017,9.896374205125463e+34,146984.12186086702,0.0009825281681690877,1.2397476534454846e-12,4.548698049699082e-13
51222.67748601587,1.0185475750061798e+35,151277.9506743611,0.0010112306409609955,1.2045590210499768e-12,4.419589143459831e-13
52719.03917263414,1.048302278236078e+35,155697.21457326686,0.0010407715955095267,1.1703691724363239e-12,4.2941448264036833e-13
54259.11388651006,1.0789262018990865e+35,160245.577877082,0.0010711755262776076,1.1371497584197379e-12,4.1722610839102474e-13
55844.17861085551,1.1104447384232785e+35,164926.8119506164,0.00110246764328188,1.104873234470316e-12,4.0538368536793843e-13
57475.54763323363,1.1428840220225609e+35,169744.79833108967,0.0011346738929960563,1.0735128378739835e-12,3.93877394193353e-13
59154.57363532477,1.1762709503663424e+35,174703.5319465797,0.0011678209798649207,1.04304256554169e-12,3.826976941998496e-13
60882.64881453186,1.2106332068823216e+35,179807.1244285043,0.0012019363884468999,1.0134371524483808e-12,3.71835315519494e-13
62661.20603834688,1.2459992837107161e+35,185059.8075208567,0.001237048406203396,9.846720506840366e-13,3.612812513975552e-13
64491.72003243957,1.282398505329051e+35,190465.93658903518,0.001273186146953863,9.567234090993118e-13,3.510267507243852e-13
66375.70860345819,1.319861052867185e+35,196029.99423118838,0.0013103795750161597,9.295680535288376e-13,3.41063310779247e-13
68314.7338975473,1.3584179891325586e+35,201756.59399504555,0.0013486595300520247,9.031834675759339e-13,3.313826701801262e-13
70310.40369563019,1.3981012843664975e+35,207650.4842033252,0.0013880577526383551,8.775477739427156e-13,3.21976802033651e-13
72364.37274653536,1.4389438427530317e+35,213716.55189091,0.001428606910585593,8.526397162900585e-13,3.1283790727941977e-13
74478.34413906184,1.480979529702003e+35,219959.8268570212,0.001470340626024841,8.28438641612517e-13,3.0395840822326807e-13
76654.07071412985,1.5242431999292578e+35,226385.48583577905,0.0015132935032863342,8.049244831134649e-13,2.9533094225406896e-13
78893.35651818085,1.5687707263570708e+35,232998.85678858616,0.0015575011575922528,7.820777435663434e-13,2.8694835573888954e-13
81198.0582990418,1.6145990298589566e+35,239805.4233219225,0.0016030002445878565,7.598794791481124e-13,2.7880369809140064e-13
83570.08704548236,1.6617661098733032e+35,246810.82923418016,0.0016498284907351972,7.383112837316277e-13,2.7089021600866917e-13
86011.40957174657,1.710311075911309e+35,254020.88319532317,0.0016980247245947143,7.173552736238577e-13,2.63201347871531e-13
88524.05014837971,1.7602741799854862e+35,261441.56356327314,0.0017476289090207831,6.969940727372298e-13,2.5573071830388184e-13
91110.09218068997,1.811696849985366e+35,269079.0233409753,0.001798682174297654,6.772107981819263e-13,2.4847213288641586e-13
93771.67993624265,1.864621724028204e+35,276939.5952782759,0.0018512268522433983,6.579890462671203e-13,2.4141957302040735e-13
96511.02032282614,1.919092685813301e+35,285029.7971228593,0.0019053065113102529,6.393128788994982e-13,2.345671909372586e-13
99330.38471835076,1.9751549010089893e+35,293356.3370245593,0.0019609659927102116,6.211668103678962e-13,2.279093048497143e-13
102232.11085420393,2.0328548547025888e+35,301926.11909754726,0.0020182514475959533,6.035357945030314e-13,2.214403942407013e-13
105218.60475363083,2.092240389944523e+35,310746.2491450272,0.002077210375328071,5.864052122016455e-13,2.151550952858725e-13
108292.34272673362,2.15336074741828e+35,319824.0405511461,0.0021378916628600523,5.697608593048027e-13,2.0904819640609163e-13
111455.87342374981,2.216266606269238e+35,329167.0203450215,0.0022003456252738065,5.535889348202471e-13,2.031146339461556e-13
114711.81994832105,2.2810101261263796e+35,338782.9354419415,0.0022646240474995046,5.378760294790095e-13,1.9734948797615467e-13
118062.8820324884,2.347644990351422e+35,348679.75906686403,0.002330780227254024,5.226091146168635e-13,1.9174797821202109e-13
121511.83827522538,2.4162264505513742e+35,358865.69736556464,0.002398869019233739,5.077755313713652e-13,1.8630546005186762e-13
125061.54844637349,2.486811372391603e+35,369349.19620893965,0.0024689468805984796,4.933629801854827e-13,1.810174207248148e-13
128714.95585787394,2.5594582827470658e+35,380138.9481960589,0.0025410719177840473,4.793595106091901e-13,1.7587947554914335e-13
132475.0898042693,2.6342274182309534e+35,391243.8998617949,0.0026153039346822394,4.657535113905281e-13,1.7088736429665314e-13
136345.06807450874,2.711180775141184e+35,402673.2590950361,0.0026917044822285436,4.525337008478828e-13,1.6603694766020283e-13
140328.0995371201,2.7903821608657724e+35,414436.50277357775,0.002770336909438229,4.3968911751557386e-13,1.6132420382152774e-13
144427.48680090826,2.8718972467900202e+35,426543.38462206663,0.0028512664159334633,4.272091110549321e-13,1.5674522511646748e-13
148646.6289533735,2.955793622749146e+35,439003.94329948066,0.0029345601060047754,4.150833334233758e-13,1.5229621479485446e-13
152989.02437913878,3.0421408530718608e+35,451828.5107229003,0.0030202870442520295,4.0330173029410677e-13,1.479734838723562e-13
157458.27366070065,3.1310105342609342e+35,465027.72063441115,0.003108518312850633,3.9185453271937905e-13,1.4377344807168558e-13
162058.08256391902,3.2224763543587605e+35,478612.5174182678,0.003199327070490635,3.807322490303927e-13,1.3969262485063024e-13
166792.2651107334,3.3166141540474002e+35,492594.1651756683,0.0032927886130378484,3.6992565696707117e-13,1.3572763051442716e-13
171664.7467416305,3.4135019895333e+35,506984.25706459413,0.0033889804359668214,3.594257960312528e-13,1.318751774101093e-13
176679.56757049594,3.513220197269041e+35,521794.72491249174,0.0034879822986176486,3.4922396005692667e-13,1.2813207120048678e-13
181840.8857345625,3.615851460566055e+35,537037.8491098067,0.003589876290330159,3.3931168999132574e-13,1.2449520821549285e-13
187152.98084220727,3.7214808781530385e+35,552726.2687924987,0.0036947468985098248,3.2968076688094643e-13,1.209615728787182e-13
192620.25752146824,3.8301960347371395e+35,568872.992322016,0.003802681078682065,3.2032320505664977e-13,1.1752823520698948e-13
198247.24907223744,3.94208707362672e+35,585491.4080714603,0.003913768326593303,3.1123124551217055e-13,1.1419234838091013e-13
204038.62122513106,4.0572467714753635e+35,602595.2955268065,0.004028100752418039,3.023973494705932e-13,1.1095114638436734e-13
209999.17601016682,4.175770615209364e+35,620198.8367124198,0.004145773157133712,2.938141921334339e-13,1.0780194171103795e-13
216133.8557384711,4.297756881202776e+35,638316.6279503881,0.0042668831111269834,2.854746566071251e-13,1.0474212313598427e-13
222447.74710028878,4.423306716765112e+35,656963.6919633361,0.004391531035096051,2.773718280019113e-13,1.0176915355050865e-13
228946.08538270675,4.5525242240095085e+35,676155.4903307939,0.004519820283316331,2.6949898769823853e-13,9.888056785846214e-14
235634.25881060585,4.685516546171254e+35,695907.9363095016,0.004651857229338904,2.618496077758656e-13,9.60739709322567e-14
242517.81301440834,4.8223939564476054e+35,716237.4080281835,0.004787751354192126,2.544173456011177e-13,9.334703562690065e-14
249602.45562834007,4.963269949432854e+35,737160.7620677773,0.004927615337159858,2.471960385677728e-13,9.06975008504028e-14
256894.0610230394,5.108261335224831e+35,758695.3474384341,0.0050715651492119415,2.4017969898720374e-13,8.812316968893919e-14
264398.67517639924,5.257488336280146e+35,780859.0199647683,0.00521972014916365,2.3336250912357633e-13,8.562190758524174e-14
272122.5206867126,5.411074687099074e+35,803670.1570913772,0.005372203182644479,2.2673881636995558e-13,8.31916405686867e-14
280072.00193225336,5.569147736822279e+35,827147.6731208349,0.005529140683957843,2.2030312856134312e-13,8.083035353562397e-14
288253.71038160555,5.7318385548251115e+35,851311.0348968959,0.005690662780916814,2.1405010942072957e-13,7.853608857851021e-14
296674.4300591029,5.899282039396243e+35,876180.2779457943,0.005856903402742044,2.0797457413442088e-13,7.630694336247327e-14
305341.1431699281,6.071617029591069e+35,901776.0230890698,0.006028000391111649,2.0207148505295382e-13,7.414106954795591e-14
314261.0358895601,6.248986420353136e+35,928119.4935417705,0.006204095614455631,1.9633594751401912e-13,7.20366712581248e-14
323441.5043223258,6.431537280998152e+35,955232.5325100792,0.00638533508558875,1.9076320578396165e-13,6.999200358978597e-14
332890.16063401697,6.619420977159237e+35,983137.6213030117,0.006571869082779744,1.8534863911447479e-13,6.80053711665657e-14
342614.83936368296,6.812793296295027e+35,1011857.8979732824,0.006763852274357823,1.8008775791120683e-13,6.60751267331524e-14
352623.6039197851,7.01181457686375e+35,1041417.1765026537,0.006961443846958805,1.7497620001113042e-13,6.419966978944429e-14
362924.7532661215,7.216649841270846e+35,1071839.9665477416,0.007164807637517675,1.7000972706557358e-13,6.237744526346491e-14
373526.8288030927,7.427468932700858e+35,1103151.4937627264,0.007374112269117521,1.65184221025901e-13,6.06069422219413e-14
384438.621449964,7.6444466559461e+35,1135377.7207156792,0.00758953129080653,1.6049568072895745e-13,5.888669261748576e-14
395669.1789340189,7.867762922349286e+35,1168545.3684159045,0.007811243321499392,1.559402185794286e-13,5.721527007133686e-14
407227.8132926785,8.097602898980924e+35,1202681.9384702453,0.008039432198083054,1.5151405732635713e-13,5.559128869064654e-14
419124.1085947517,8.334157162174059e+35,1237815.7358865552,0.008274287127848506,1.472135269311649e-13,5.401340191934137e-14
431367.92888724344,8.57762185554417e+35,1273975.8925433205,0.00851600284537553,1.4303506152457174e-13,5.2480301421600347e-14
443969.42637434334,8.828198852625904e+35,1311192.3913449896,0.008764779774001086,1.3897519644987787e-13,5.099071599701995e-14
456939.04983531206,9.08609592426023e+35,1349496.0910828472,0.009020824192004007,1.3503056539018027e-13,4.954341052657504e-14
470287.55328829895,9.351526910871839e+35,1388918.752022209,0.00928434840364482,1.3119789757712287e-13,4.813718494849491e-14
484026.00490723224,9.62471189977884e+35,1429493.062237025,0.009555570915201704,1.2747401507887875e-13,4.6770873263209966e-14
498165.79619923595,9.905877407682947e+35,1471252.6647139061,0.009834716616149713,1.2385583016509914e-13,4.544334256653794e-14
512718.6514501105,1.0195256568490011e+36,1514232.1852478322,0.010122016965632067,1.2034034274666462e-13,4.41534921103154e-14
527696.6374457423,1.049308932661735e+36,1558467.2611527778,0.010417710184378834,1.1692463788810482e-13,4.290025238969174e-14
543112.1734775408,1.0799622635948856e+36,1603994.5708111597,0.01072204145223278,1.1360588339061682e-13,4.1682584256326114e-14
558978.0416401264,1.111511066460142e+36,1650851.8640864047,0.01103526311144484,1.1038132744369461e-13,4.0499478056758255e-14
575307.3974298409,1.1439815005673157e+36,1699077.9936239503,0.011357634875908367,1.0724829634341423e-13,3.9349952795235457e-14
592113.7806529135,1.177400489414899e+36,1748712.9470667585,0.011689424046506558,1.0420419227547387e-13,3.8233055320298616e-14
609411.1266522435,1.2117957430141867e+36,1799797.8802118173,0.012030905732749961,1.0124649116116824e-13,3.714785953445909e-14
627213.7778621492,1.2471957808655477e+36,1852375.1511352318,0.012382363080888636,9.837274056450132e-14,3.6093465626307585e-14
645536.4957007077,1.2836299556059861e+36,1906488.355314346,0.012744087508689028,9.558055765869584e-14,3.506899932441602e-14
664394.4728094613,1.3211284773474295e+36,1962182.3617757438,0.013116378947068422,9.286762725042843e-14,3.4073611172419164e-14
683803.345650678,1.3597224387260037e+36,2019503.3502992378,0.013499546088788268,9.023169986014351e-14,3.310647582467199e-14
703779.2074726633,1.3994438406831667e+36,2078498.8497088328,0.013893906644413442,8.76705898568488e-14,3.216679136189646e-14
724338.621653778,1.440325618999888e+36,2139217.777282143,0.014299787605747943,8.518217364585855e-14,3.1253778626255204e-14
745498.635436271,1.4824016716059617e+36,2201710.4793110574,0.014717525516966182,8.276438790797551e-14,3.03666805752983e-14
767276.7940613694,1.525706886687211e+36,2266028.7728474597,0.015147466753665899,8.0415227888645e-14,2.9504761654245094e-14
789691.1553172442,1.5702771716136807e+36,2332225.9886683095,0.015589967810071976,7.813274573567534e-14,2.866730718608525e-14
812760.3045119599,1.616149482712897e+36,2400357.0154958395,0.01604539559463021,7.591504888414001e-14,2.7853622778991016e-14
836503.3698838856,1.66336185591301e+36,2470478.345509736,0.016514127734237438,7.376029848711618e-14,2.7063033750547124e-14
860940.0384622253,1.7119534382809812e+36,2542648.121188663,0.016996552887357796,7.166670789097136e-14,2.6294884568325577e-14
886090.5723909182,1.761964520482169e+36,2616926.1835202808,0.01749307106628678,6.963254115392319e-14,2.5548538306337624e-14
911975.8257293642,1.8134365701880687e+36,2693374.1216194914,0.018004093968828738,6.765611160665141e-14,2.482337611691485e-14
938617.2617440209,1.866412266460133e+36,2772055.323796392,0.01853004531966505,6.573578045375959e-14,2.4118796717578277e-14
966036.9707050712,1.920935535137913e+36,2853035.0301158745,0.019071361221693343,6.386995541493726e-14,2.3434215892473774e-14
994257.6882029816,1.977051585260983e+36,2936380.386492637,0.019628490517630322,6.205708940469114e-14,2.2769066007958592e-14
1023302.8140002094,2.0348069465549965e+36,3022160.500366676,0.020201895162179448,6.02956792495455e-14,2.2122795541935612e-14
1053196.4314335545,2.0942495080126802e+36,3110446.4980050153,0.02079205060506931,5.858426444165807e-14,2.149486862654855e-14
1083963.3273833035,2.1554285576018775e+36,3201311.583477363,0.021399446185281588,5.692142592781257e-14,2.088476460385712e-14
1115629.0128258104,2.218394823133739e+36,3294831.0993548604,0.022024585536797085,5.530578493278003e-14,2.029197759412219e-14
1148219.7439863996,2.283200514324636e+36,3391082.5891817827,0.022667987006193283,5.373600181608163e-14,1.9716016076346225e-14
1181762.5441102013,2.349899366086812e+36,3490145.8617722043,0.023330184082440985,5.221077496120088e-14,1.9156402480719458e-14
1216285.2258690628,2.4185466830838553e+36,3592103.057385212,0.0240117258392583,5.0728839696319925e-14,1.861267279263252e-14
1251816.4144229447,2.4891993855875927e+36,3697038.7158330344,0.024713177390385373,4.928896724569347e-14,1.8084376167930095e-14
1288385.5711550033,2.5619160566745893e+36,3805039.8465787997,0.02543512035815895,4.788996371078643e-14,1.7571074559085098e-14
1326023.0181001364,2.6367569908015784e+36,3916196.000882314,0.026178153355777105,4.6530669080327034e-14,1.7072342351982035e-14
1364759.9630870647,2.713784243799735e+36,4030599.346053167,0.02694289248365062,4.520995626846197e-14,1.658776601301118e-14
1404628.5256148824,2.793061684329425e+36,4148344.7418729668,0.027729971840254053,4.3926730180212015e-14,1.6116943746179422e-14
1445661.7634856363,2.8746550468382834e+36,4269529.8192503825,0.02854004404790223,4.267992680345037e-14,1.565948515995244e-14
1487893.700214822,2.958631986066167e+36,4394255.061173644,0.029373780793884283,4.1468512326657205e-14,1.5215010943554288e-14
1531359.353242611,3.045062133142335e+36,4522623.886027867,0.030231873387405555,4.02914822817155e-14,1.478315255245478e-14
1576094.7629693225,3.1340171533216085e+36,4654742.733346662,0.03111503333280172,3.914786071103449e-14,1.436355190278279e-14
1622137.022638981,3.2255708054069345e+36,4790721.152068414,0.03202399291949557,3.803669935831674e-14,1.3955861074414507e-14
1669524.309095935,3.319799002907994e+36,4930671.89137102,0.032959505829189724,3.695707688229203e-14,1.3559742022488362e-14
1718295.9144398824,3.416779876986273e+36,5074710.994159924,0.03392234776079553,3.5908098092770424e-14,1.3174866297108945e-14
1768492.2786057687,3.516593841239213e+36,5222957.893287607,0.034913317073620664,3.488889320837586e-14,1.2800914771005637e-14
1820155.0228953145,3.619323658376646e+36,5375535.510583573,0.03593323544934369,3.3898617135350806e-14,1.2437577374922329e-14
1873326.98448809,3.7250545088450324e+36,5532570.358777264,0.03698294857332662,3.293644876683098e-14,1.2084552840517696e-14
1928052.2519608922,3.8338740614566756e+36,5694192.646398835,0.038063326835833335,3.2001590302006746e-14,1.1741548450562006e-14
1984376.201844613,3.9458725460819575e+36,5860536.385743988,0.039175266053729924,3.109326658461179e-14,1.1408279796225202e-14
2042345.5362490308,4.0611428284651105e+36,6031739.503992761,0.04031968821326787,3.0210724460187797e-14,1.1084470541254008e-14
2102008.3215868794,4.179780487225862e+36,6207943.957574831,0.04149754223456893,2.935323215159011e-14,1.0769852192841722e-14
2163414.0284290113,4.3018838931102363e+36,6389295.849875352,0.04270980475844001,2.852007865222112e-14,1.046416387900243e-14
2226613.5725238416,4.4275542905564834e+36,6575945.552379287,0.043957480956173044,2.771057313648585e-14,1.0167152132264117e-14
2291659.3570152433,4.556895881644101e+36,6768047.829355178,0.04524160536300453,2.692404438697891e-14,9.87857067950061e-15
2358605.315893594,4.690015912494935e+36,6965761.966180841,0.04656324273591978,2.615984023793217e-14,9.598180237729654e-15
2427506.958716148,4.827024762198299e+36,7169251.9014177965,0.047923488936515976,2.541732703445927e-14,9.325748315706943e-15
2498421.4166339855,4.968036034334181e+36,7378686.362744469,0.04932347183965948,2.4695889107146973e-14,9.061049021150972e-15
2571407.4897633777,5.113166651169784e+36,7594239.006859916,0.05076435226868451,2.399492826156141e-14,8.803862873440254e-15
2646525.6959409937,5.262536950607788e+36,7816088.56347449,0.052247324957911255,2.331386328224399e-14,8.553976621626854e-15
2723838.320903577,5.416270785967136e+36,8044418.983507455,0.05377361954328576,2.2652129450783998e-14,8.31118306761475e-15
2803409.4699333073,5.574495628678283e+36,8279419.5916132685,0.055344501581955134,2.2009178077572027e-14,8.075280894357743e-15
2885305.121011997,5.737342673978726e+36,8521285.243163973,0.05696127360163004,2.138447604684281e-14,7.846074498933338e-15
2969593.1795279407,5.904946949695924e+36,8770216.485817064,0.05862527618059917,2.077750537463255e-14,7.623373830355e-15
3056343.534581137,6.077447428208554e+36,9026419.725803953,0.06033788905929898,2.0187762779281243e-14,7.406994231987248e-15
3145628.116933148,6.254987141678056e+36,9290107.399075542,0.062100532284351175,1.9614759264127358e-14,7.196756288434181e-15
3237520.9586498193,6.437713300646406e+36,9561498.147447424,0.06391466738602065,1.9058019712047124e-14,6.9924856767738486e-15
3332098.2544865785,6.625777416098927e+36,9840816.999891518,0.06578179859007524,1.8517082491500845e-14,6.79401302201462e-15
3429438.425066739,6.819335425092458e+36,10128295.559123011,0.06770347406504237,1.7991499073762558e-14,6.601173756654764e-15
3529622.181905414,7.018547820053459e+36,10424172.193638083,0.06968128720590194,1.7480833661014033e-14,6.413807984228228e-15
3632732.594333222,7.223579781853782e+36,10728692.235362286,0.0717168779552842,1.6984662824993578e-14,6.231760346723016e-15
3738855.158374777,7.434601316773493e+36,11042108.183072124,0.07381193416325894,1.650257515590262e-14,6.0548798957632075e-15
3848077.8676392986,7.651787397464716e+36,11364679.911759077,0.07596819298684762,1.60341709212776e-14,5.883019967447295e-15
3960491.286282428,7.87531810803402e+36,11696674.888110604,0.07818744233042486,1.55790617345431e-14,5.716038060738617e-15
4076188.6240991885,8.105378793362513e+36,12038368.392285135,0.08047152232819271,1.5136870232973926e-14,5.55379571930799e-15
4195265.813810614,8.342160212787992e+36,12390043.74616574,0.0828223268699622,1.470722976479776e-14,5.396158416730053e-15
4317821.590608452,8.585858698277189e+36,12751992.548282592,0.085241805171513,1.4289784085177846e-14,5.2429954449377536e-15
4443957.574023289,8.836676317218088e+36,13124514.915597362,0.08773196339082227,1.3884187060826026e-14,5.0941798058433415e-15
4573778.352184271,9.094821039967858e+36,13507919.732350761,0.09029486629150774,1.3490102382999803e-14,4.9495881060355176e-15
4707391.568540622,9.36050691229597e+36,13902524.906180594,0.09293263895487114,1.3107203288644697e-14,4.8091004544651246e-15
4844908.01111622,9.633954232864269e+36,14308657.631720845,0.09564746854194928,1.2735172289452552e-14,4.672600363035243e-15
4986441.704371543,9.915389735891681e+36,14726654.661901163,0.09844160610703909,1.23737009086102e-14,4.5399746500129155e-15
5132110.003749528,1.0205046779155823e+37,15156862.587172877,0.10131736846420822,1.2022489425019202e-14,4.411113346182059e-15
5282033.692982982,1.050316553748587e+37,15599638.12289079,0.1042771401083237,1.1681246624776641e-14,4.285909603660481e-15
5436337.084244876,1.0809993201908408e+37,16055348.40509102,0.10732337519220467,1.1349689559709187e-14,4.164259607304784e-15
5595148.121224047,1.112578418461038e+37,16524371.294908479,0.11045859956152758,1.102754331276144e-14,4.046062488630138e-15
5758598.48521248,1.145080032989046e+37,17007095.691888686,0.11368541284918628,1.0714540770042478e-14,3.9312202421729875e-15
5926823.704291323,1.1785311131272167e+37,17503921.85645106,0.11700649063082595,1.0410422399343424e-14,3.8196376442280045e-15
6099963.265706502,1.2129593954959407e+37,18015261.741772298,0.12042458664334652,1.0114936034941472e-14,3.71122217389157e-15
6278160.7315275995,1.2483934269820687e+37,18541539.335366264,0.12394253506822317,9.827836668511187e-15,3.6058839363460604e-15
6461563.857685031,1.2848625884090955e+37,19083191.010641187,0.12756325288152107,9.548886245971315e-15,3.503535588321892e-15
6650324.716484615,1.322397118898816e+37,19640665.88872676,0.13128974227256004,9.2778534700978e-15,3.404092265675216e-15
6844599.822701621,1.3610281409447492e+37,20214426.21087267,0.1351250931332452,9.014513608738656e-15,3.307471513020971e-15
7044550.263357931,1.4007876862179343e+37,20804947.721724574,0.13907248562010832,8.758648308473142e-15,3.2135932153634716e-15
7250341.831290321,1.4417087221265866e+37,21412720.063796602,0.14313519279119394,8.510045413559938e-15,3.1223795316675614e-15
7462145.162621202,1.4838251791517382e+37,22038247.183469046,0.14731658331998604,8.26849879002361e-15,3.0337548303150288e-15
7680135.878244738,1.5271719789813315e+37,22682047.748844977,0.15162012428860713,8.033808154734808e-15,2.9476456263932523e-15
7904494.729446179,1.5717850634661843e+37,23344655.579813477,0.1560493840626134,7.805778909341744e-15,2.863980520763803e-15
8135407.747775707,1.617701424421956e+37,24026620.090678003,0.1606080352497825,7.58422197891476e-15,2.782690140860305e-15
8373066.399299975,1.664959134301602e+37,24728506.74571353,0.16529985774532505,7.36895365517135e-15,2.703707083166887e-15
8617667.743359746,1.7135973777638555e+37,25450897.528031744,0.1701287418660548,7.159795444150978e-15,2.6269658573292894e-15
8869414.595965926,1.7636564841640364e+37,26194391.422144957,0.17509869157612923,6.956573918212966e-15,2.552402831852125e-15
9128515.697968174,1.8151779609938774e+37,26959604.910625126,0.18021382780700987,6.759120572235781e-15,2.479956181337656e-15
9395185.888136622,1.8682045282983028e+37,27747172.48527287,0.18547839187441637,6.5672716838976e-15,2.4095658352220144e-15
9669646.281299364,1.9227801540975345e+37,28557747.173217952,0.19089674899509085,6.380868177922936e-15,2.3411734279665883e-15
9952124.451684603,1.9789500908441283e+37,29392001.078390878,0.19647339190631194,6.19975549418193e-15,2.274722250662972e-15
10242854.621618092,2.0367609129448928e+37,30250625.938810445,0.20221294459113212,6.023783459533951e-15,2.210157204011723e-15
10542077.855732907,2.0962605553789213e+37,31134333.700151145,0.20812016611243883,5.852806163308722e-15,2.147424752635745e-15
10850042.260853425,2.157498353443921e+37,32043857.106068365,0.21419995455903482,5.686681836321328e-15,2.086472880690269e-15
11167003.191717738,2.220525083663497e+37,32979950.305766523,0.2204573511069802,5.525272733321659e-15,2.0272510487329515e-15
11493223.46270977,2.2853930058894498e+37,33943389.479315825,0.2268975441995768,5.368445018780371e-15,1.9697101518181514e-15
11828973.565777522,2.352155906634163e+37,34934973.48123883,0.23352587384947873,5.216068655916245e-15,1.913802478780497e-15
12174531.894716537,2.420869143668699e+37,35955524.50289564,0.24034783606646376,5.0680172988737776e-15,1.8594816726742902e-15
12530184.976005273,2.4915896919237205e+37,37005888.7542191,0.2473690874145517,4.924168187961153e-15,1.8067026923357744e-15
12896227.706384752,2.564376190731489e+37,38086937.1653681,0.2545954497022671,4.784402047861387e-15,1.7554217750362822e-15
13272963.59737771,2.6392889924477655e+37,39199566.108875655,0.2620329148099008,4.648602988732971e-15,1.70559640019555e-15
13660705.026950803,2.7163902124940864e+37,40344698.142892785,0.2696876496577888,4.5166584101176616e-15,1.6571852541249906e-15
14059773.498529578,2.7957437808621107e+37,41523282.77614761,0.2775660013197475,4.38845890757535e-15,1.6101481957715465e-15
14470499.90757905,2.8774154951223713e+37,42736297.25524833,0.2856745022858693,4.2638981819693495e-15,1.5644462234339937e-15
14893224.815971814,2.9614730749815473e+37,43984747.3749853,0.2940198758790576,4.142872951326483e-15,1.5200414424239527e-15
15328298.73437232,3.0479862184337324e+37,45269668.312307656,0.3026090418298157,4.0252828651985785e-15,1.4768970336446813e-15
15776082.412869327,3.137026659551827e+37,46592125.48465964,0.3114491220138713,3.9110304214550515e-15,1.4349772230618425e-15
16236947.140098548,3.228668227967176e+37,47953215.43339122,0.32054744635741145,3.8000208854371784e-15,1.394247252040792e-15
16711275.051104676,3.3229869100870114e+37,49354066.732979126,0.3299115589148498,3.692162211406802e-15,1.3546733485257024e-15
17199459.444195654,3.420060912099973e+37,50795840.92680513,0.3395492241241181,3.587364966224927e-15,1.3162226990368474e-15
17701905.107053973,3.519970724822361e+37,52279733.49027329,0.3494684332447072,3.485542255196421e-15,1.2788634214626385e-15
18219028.652373753,3.622799190438564e+37,53806974.82206026,0.3596774109837665,3.3866096500196774e-15,1.2425645386239874e-15
18751258.8633042,3.7286315711914504e+37,55378831.26432691,0.37018462231579685,3.2904851187810616e-15,1.2072959525889055e-15
19299037.04898319,3.8375556200791603e+37,56996606.15272981,0.38099877950154415,3.1970889579366237e-15,1.1730284197162443e-15
19862817.410456885,3.94966165361712e+37,58661640.89710597,0.3921288493119306,3.1063437262244214e-15,1.1397335264077864e-15
20443067.417290434,4.065042626725951e+37,60375316.09373207,0.40358406046304823,3.018174180452412e-15,1.107383665548491e-15
21040268.195179075,4.1837942098067736e+37,62139052.670071565,0.41537391126832107,2.9325072131091632e-15,1.0759520136155433e-15
21654914.924882438,4.306014868068098e+37,63954313.06296312,0.42750817751420794,2.8492717917453985e-15,1.0454125084371304e-15
22287517.252814423,4.431805943170389e+37,65822602.43123184,0.4399969205660081,2.768398900075894e-15,1.015739827582423e-15
22938599.713626042,4.561271737255398e+37,67745469.90371981,0.45285049571043007,2.689821480753349e-15,9.869093673650153e-16
23608702.165133066,4.694519599430214e+37,69724509.86377506,0.46607956074187,2.613474379766534e-15,9.588972224423167e-16
24298380.235950846,4.831660014778118e+37,71761363.27126911,0.47969508479955336,2.5392942924164213e-15,9.316801659939172e-16
25008205.78620416,4.972806695969338e+37,73857719.02322952,0.4937083574628013,2.467219710825929e-15,9.052356304626414e-16
25738767.38169566,5.118076677548037e+37,76015315.35422018,0.5081309981119951,2.397190872939508e-15,8.795416888422338e-16
26490670.781927973,5.267590412974032e+37,78235941.27763627,0.5229749655630378,2.3291497129701375e-15,8.545770364961063e-16
27264539.4423805,5.421471874499035e+37,80521438.06909806,0.5382525679832291,2.263039813253005e-15,8.303209734922052e-16
28061015.031459127,5.579848655960553e+37,82873700.79317889,0.5539764730968119,2.1988063574657376e-15,8.067533874392727e-16
28880757.962549485,5.7428520785790775e+37,85294679.87473898,0.5701597186886898,2.1363960851762643e-15,7.838547368102236e-16
29724447.94161106,5.910617299845534e+37,87786382.71615669,0.5868157234149503,2.0757572476809404e-15,7.616060347389252e-16
30592784.530768003,6.083283425589625e+37,90350875.36180352,0.6039582979291932,2.016839565096137e-15,7.399888332768802e-16
31486487.72836625,6.260993625322444e+37,92990284.21114951,0.6216016563339328,1.9595941846675906e-15,7.189852080967128e-16
32406298.565973334,6.443895250948099e+37,95706797.78190646,0.6397604279664821,1.903973640263249e-15,6.985777436298841e-16
33352979.7228198,6.632139958943549e+37,98502668.52468175,0.658449669529165,1.8499318130157613e-15,6.787495186262196e-16
34327316.15818858,6.825883836107325e+37,101380214.69063903,0.677684877573856,1.7974238930821746e-15,6.594840921233442e-16
35330115.76228101,7.025287528982291e+37,104341822.25372627,0.6974820013512818,1.7464063424888816e-15,6.407654898143026e-16
36362210.02609411,7.230516377058735e+37,107389946.88905083,0.7178574560356416,1.6968368590312995e-15,6.225781908021646e-16
